"Dataset","Tissue","Species","Method","LLMBackend","LLMModelID","Replicate","RefinementSelector","RefinementBudgetK","ConfidenceColumn","Brier","BinaryCorrectnessNLL","NLL","ECE","AUROC","AURC","MeanConfidence","Accuracy","CoverageAt0.7","CoverageAt0.8","CoverageAt0.9","AccuracyAt0.7","AccuracyAt0.8","AccuracyAt0.9"
"ZilionisLung","Lung","Human","OpenAICell-RandomK","openai","gpt-5",1,"random-k",0,"Confidence",0.198884823529412,0.573124892913912,0.573124892913912,0.132941176470588,0.616666666666667,0.182991047783435,0.812235294117647,0.705882352941177,0.941176470588235,0.470588235294118,0.235294117647059,0.75,0.875,1
"ZilionisLung","Lung","Human","OpenAICell-ConfidenceK","openai","gpt-5",1,"confidence-k",0,"Confidence",0.198884823529412,0.573124892913912,0.573124892913912,0.132941176470588,0.616666666666667,0.182991047783435,0.812235294117647,0.705882352941177,0.941176470588235,0.470588235294118,0.235294117647059,0.75,0.875,1
"ZilionisLung","Lung","Human","OpenAICell-NoOntologyK","openai","gpt-5",1,"evidence-no-ontology-k",0,"Confidence",0.198884823529412,0.573124892913912,0.573124892913912,0.132941176470588,0.616666666666667,0.182991047783435,0.812235294117647,0.705882352941177,0.941176470588235,0.470588235294118,0.235294117647059,0.75,0.875,1
"ZilionisLung","Lung","Human","OpenAICell-FullRefined","openai","gpt-5",1,"full",17,"Confidence",0.185724,0.553433966130049,0.553433966130049,0.22,0.576923076923077,0.146828383074058,0.841176470588235,0.764705882352941,1,0.764705882352941,0.235294117647059,0.764705882352941,0.692307692307692,1
"PBMC","PBMC","Human","OpenAI-Plain","openai","gpt-5",2,"none",0,"LLMConfidence",0.09225,0.290262004954146,0.290262004954146,0.0975,0.857142857142857,0.0256696428571429,0.865,0.875,1,0.75,0.5,0.875,1,1
"PBMC","PBMC","Human","OpenAICell-Evidence","openai","gpt-5",2,"none",0,"LLMConfidence",0.09225,0.290262004954146,0.290262004954146,0.0975,0.857142857142857,0.0256696428571429,0.865,0.875,1,0.75,0.5,0.875,1,1
"PBMC","PBMC","Human","OpenAICell-Calibrated","openai","gpt-5",2,"none",0,"Confidence",0.09561975,0.326808807383311,0.326808807383311,0.1065,0.857142857142857,0.0256696428571429,0.828,0.875,1,0.625,0.125,0.875,1,1
"PBMC","PBMC","Human","OpenAICell-SelfRefined","openai","gpt-5",2,"evidence-k",0,"Confidence",0.09561975,0.326808807383311,0.326808807383311,0.1065,0.857142857142857,0.0256696428571429,0.828,0.875,1,0.625,0.125,0.875,1,1
"PBMC","PBMC","Human","OpenAICell-RandomK","openai","gpt-5",2,"random-k",0,"Confidence",0.09561975,0.326808807383311,0.326808807383311,0.1065,0.857142857142857,0.0256696428571429,0.828,0.875,1,0.625,0.125,0.875,1,1
"PBMC","PBMC","Human","OpenAICell-ConfidenceK","openai","gpt-5",2,"confidence-k",0,"Confidence",0.09561975,0.326808807383311,0.326808807383311,0.1065,0.857142857142857,0.0256696428571429,0.828,0.875,1,0.625,0.125,0.875,1,1
"PBMC","PBMC","Human","OpenAICell-NoOntologyK","openai","gpt-5",2,"evidence-no-ontology-k",0,"Confidence",0.09561975,0.326808807383311,0.326808807383311,0.1065,0.857142857142857,0.0256696428571429,0.828,0.875,1,0.625,0.125,0.875,1,1
"PBMC","PBMC","Human","OpenAICell-FullRefined","openai","gpt-5",2,"full",8,"Confidence",0.106227375,0.352491477902814,0.352491477902814,0.176875,0.714285714285714,0.0465029761904762,0.828125,0.875,0.875,0.625,0.25,0.857142857142857,1,1
"BaronPancreas","Pancreas","Human","OpenAI-Plain","openai","gpt-5",2,"none",0,"LLMConfidence",0.10439375,0.30513315593118,0.30513315593118,0.131875,0.948717948717949,0.0286730196886447,0.861875,0.8125,0.9375,0.625,0.625,0.866666666666667,1,1
"BaronPancreas","Pancreas","Human","OpenAICell-Evidence","openai","gpt-5",2,"none",0,"LLMConfidence",0.10439375,0.30513315593118,0.30513315593118,0.131875,0.948717948717949,0.0286730196886447,0.861875,0.8125,0.9375,0.625,0.625,0.866666666666667,1,1
"BaronPancreas","Pancreas","Human","OpenAICell-Calibrated","openai","gpt-5",2,"none",0,"Confidence",0.1397321875,0.437375900629675,0.437375900629675,0.1856875,0.923076923076923,0.0320956387362637,0.8005625,0.8125,0.9375,0.5,0.0625,0.8,1,1
"BaronPancreas","Pancreas","Human","OpenAICell-SelfRefined","openai","gpt-5",2,"evidence-k",0,"Confidence",0.1397321875,0.437375900629675,0.437375900629675,0.1856875,0.923076923076923,0.0320956387362637,0.8005625,0.8125,0.9375,0.5,0.0625,0.8,1,1
"BaronPancreas","Pancreas","Human","OpenAICell-RandomK","openai","gpt-5",2,"random-k",0,"Confidence",0.1397321875,0.437375900629675,0.437375900629675,0.1856875,0.923076923076923,0.0320956387362637,0.8005625,0.8125,0.9375,0.5,0.0625,0.8,1,1
"BaronPancreas","Pancreas","Human","OpenAICell-ConfidenceK","openai","gpt-5",2,"confidence-k",0,"Confidence",0.1397321875,0.437375900629675,0.437375900629675,0.1856875,0.923076923076923,0.0320956387362637,0.8005625,0.8125,0.9375,0.5,0.0625,0.8,1,1
"BaronPancreas","Pancreas","Human","OpenAICell-NoOntologyK","openai","gpt-5",2,"evidence-no-ontology-k",0,"Confidence",0.1397321875,0.437375900629675,0.437375900629675,0.1856875,0.923076923076923,0.0320956387362637,0.8005625,0.8125,0.9375,0.5,0.0625,0.8,1,1
"BaronPancreas","Pancreas","Human","OpenAICell-FullRefined","openai","gpt-5",2,"full",16,"Confidence",0.1260786875,0.403023965854119,0.403023965854119,0.1885625,0.923076923076923,0.0331373054029304,0.8008125,0.8125,0.875,0.625,0.0625,0.857142857142857,1,1
"MuraroPancreas","Pancreas","Human","OpenAI-Plain","openai","gpt-5",2,"none",0,"LLMConfidence",0.115836363636364,0.461953614609329,0.461953614609329,0.158181818181818,0.833333333333333,0.0388200183654729,0.912727272727273,0.818181818181818,0.909090909090909,0.909090909090909,0.727272727272727,0.9,0.9,0.875
"MuraroPancreas","Pancreas","Human","OpenAICell-Evidence","openai","gpt-5",2,"none",0,"LLMConfidence",0.115836363636364,0.461953614609329,0.461953614609329,0.158181818181818,0.833333333333333,0.0388200183654729,0.912727272727273,0.818181818181818,0.909090909090909,0.909090909090909,0.727272727272727,0.9,0.9,0.875
"MuraroPancreas","Pancreas","Human","OpenAICell-Calibrated","openai","gpt-5",2,"none",0,"Confidence",0.131750272727273,0.435273842993387,0.435273842993387,0.134636363636364,0.555555555555556,0.183625213170668,0.788090909090909,0.818181818181818,0.818181818181818,0.636363636363636,0.0909090909090909,0.888888888888889,0.857142857142857,1
"MuraroPancreas","Pancreas","Human","OpenAICell-SelfRefined","openai","gpt-5",2,"evidence-k",0,"Confidence",0.131750272727273,0.435273842993387,0.435273842993387,0.134636363636364,0.555555555555556,0.183625213170668,0.788090909090909,0.818181818181818,0.818181818181818,0.636363636363636,0.0909090909090909,0.888888888888889,0.857142857142857,1
"MuraroPancreas","Pancreas","Human","OpenAICell-RandomK","openai","gpt-5",2,"random-k",0,"Confidence",0.131750272727273,0.435273842993387,0.435273842993387,0.134636363636364,0.555555555555556,0.183625213170668,0.788090909090909,0.818181818181818,0.818181818181818,0.636363636363636,0.0909090909090909,0.888888888888889,0.857142857142857,1
"MuraroPancreas","Pancreas","Human","OpenAICell-ConfidenceK","openai","gpt-5",2,"confidence-k",0,"Confidence",0.131750272727273,0.435273842993387,0.435273842993387,0.134636363636364,0.555555555555556,0.183625213170668,0.788090909090909,0.818181818181818,0.818181818181818,0.636363636363636,0.0909090909090909,0.888888888888889,0.857142857142857,1
"MuraroPancreas","Pancreas","Human","OpenAICell-NoOntologyK","openai","gpt-5",2,"evidence-no-ontology-k",0,"Confidence",0.131750272727273,0.435273842993387,0.435273842993387,0.134636363636364,0.555555555555556,0.183625213170668,0.788090909090909,0.818181818181818,0.818181818181818,0.636363636363636,0.0909090909090909,0.888888888888889,0.857142857142857,1
"MuraroPancreas","Pancreas","Human","OpenAICell-FullRefined","openai","gpt-5",2,"full",11,"Confidence",0.182664272727273,0.561673687111133,0.561673687111133,0.179909090909091,0.416666666666667,0.317663649481831,0.796454545454545,0.727272727272727,0.818181818181818,0.727272727272727,0.0909090909090909,0.777777777777778,0.75,1
"TasicBrain","Brain","Mouse","OpenAI-Plain","openai","gpt-5",2,"none",0,"LLMConfidence",0.0134466666666667,0.0807385204741562,0.0807385204741562,0.0726666666666667,NA,0,0.927333333333333,1,1,0.866666666666667,0.8,1,1,1
"TasicBrain","Brain","Mouse","OpenAICell-Evidence","openai","gpt-5",2,"none",0,"LLMConfidence",0.0134466666666667,0.0807385204741562,0.0807385204741562,0.0726666666666667,NA,0,0.927333333333333,1,1,0.866666666666667,0.8,1,1,1
"TasicBrain","Brain","Mouse","OpenAICell-Calibrated","openai","gpt-5",2,"none",0,"Confidence",0.0293638,0.179326356570746,0.179326356570746,0.162466666666667,NA,0,0.837533333333333,1,1,0.6,0.133333333333333,1,1,1
"TasicBrain","Brain","Mouse","OpenAICell-SelfRefined","openai","gpt-5",2,"evidence-k",0,"Confidence",0.0293638,0.179326356570746,0.179326356570746,0.162466666666667,NA,0,0.837533333333333,1,1,0.6,0.133333333333333,1,1,1
"TasicBrain","Brain","Mouse","OpenAICell-RandomK","openai","gpt-5",2,"random-k",0,"Confidence",0.0293638,0.179326356570746,0.179326356570746,0.162466666666667,NA,0,0.837533333333333,1,1,0.6,0.133333333333333,1,1,1
"TasicBrain","Brain","Mouse","OpenAICell-ConfidenceK","openai","gpt-5",2,"confidence-k",0,"Confidence",0.0293638,0.179326356570746,0.179326356570746,0.162466666666667,NA,0,0.837533333333333,1,1,0.6,0.133333333333333,1,1,1
"TasicBrain","Brain","Mouse","OpenAICell-NoOntologyK","openai","gpt-5",2,"evidence-no-ontology-k",0,"Confidence",0.0293638,0.179326356570746,0.179326356570746,0.162466666666667,NA,0,0.837533333333333,1,1,0.6,0.133333333333333,1,1,1
"TasicBrain","Brain","Mouse","OpenAICell-FullRefined","openai","gpt-5",2,"full",15,"Confidence",0.0292046666666667,0.178763765327688,0.178763765327688,0.162,NA,0,0.838,1,1,0.6,0.133333333333333,1,1,1
"ZeiselBrain","Brain","Mouse","OpenAI-Plain","openai","gpt-5",2,"none",0,"LLMConfidence",0.15811875,0.559085760220633,0.559085760220633,0.124375,0.602564102564103,0.133410816613942,0.870625,0.8125,0.875,0.75,0.6875,0.857142857142857,0.833333333333333,0.818181818181818
"ZeiselBrain","Brain","Mouse","OpenAICell-Evidence","openai","gpt-5",2,"none",0,"LLMConfidence",0.15811875,0.559085760220633,0.559085760220633,0.124375,0.602564102564103,0.133410816613942,0.870625,0.8125,0.875,0.75,0.6875,0.857142857142857,0.833333333333333,0.818181818181818
"ZeiselBrain","Brain","Mouse","OpenAICell-Calibrated","openai","gpt-5",2,"none",0,"Confidence",0.135817625,0.41972786013528,0.41972786013528,0.03875,0.743589743589744,0.0732647127178377,0.823,0.8125,1,0.5625,0.25,0.8125,0.888888888888889,1
"ZeiselBrain","Brain","Mouse","OpenAICell-SelfRefined","openai","gpt-5",2,"evidence-k",1,"Confidence",0.104821625,0.350181185160092,0.350181185160092,0.049125,0.714285714285714,0.050060443029193,0.8315,0.875,1,0.625,0.25,0.875,0.9,1
"ZeiselBrain","Brain","Mouse","OpenAICell-RandomK","openai","gpt-5",2,"random-k",1,"Confidence",0.1343579375,0.415928581245515,0.415928581245515,0.0415625,0.794871794871795,0.0639927346958597,0.8258125,0.8125,1,0.5625,0.25,0.8125,0.888888888888889,1
"ZeiselBrain","Brain","Mouse","OpenAICell-ConfidenceK","openai","gpt-5",2,"confidence-k",1,"Confidence",0.1339554375,0.414792186302816,0.414792186302816,0.0424375,0.794871794871795,0.0639927346958597,0.8266875,0.8125,1,0.5625,0.25,0.8125,0.888888888888889,1
"ZeiselBrain","Brain","Mouse","OpenAICell-NoOntologyK","openai","gpt-5",2,"evidence-no-ontology-k",1,"Confidence",0.104580125,0.349166081639552,0.349166081639552,0.05,0.714285714285714,0.050060443029193,0.832375,0.875,1,0.625,0.25,0.875,0.9,1
"ZeiselBrain","Brain","Mouse","OpenAICell-FullRefined","openai","gpt-5",2,"full",16,"Confidence",0.121156875,0.376472175087125,0.376472175087125,0.154625,0.884615384615385,0.0388191235847486,0.82975,0.8125,0.875,0.625,0.25,0.857142857142857,1,1
"ZilionisLung","Lung","Human","OpenAI-Plain","openai","gpt-5",2,"none",0,"LLMConfidence",0.2109875,0.814790023145632,0.814790023145632,0.24625,0.627272727272727,0.20824804535742,0.74625,0.6875,0.5625,0.5625,0.5,0.777777777777778,0.777777777777778,0.75
"ZilionisLung","Lung","Human","OpenAICell-Evidence","openai","gpt-5",2,"none",0,"LLMConfidence",0.2109875,0.814790023145632,0.814790023145632,0.24625,0.627272727272727,0.20824804535742,0.74625,0.6875,0.5625,0.5625,0.5,0.777777777777778,0.777777777777778,0.75
"ZilionisLung","Lung","Human","OpenAICell-Calibrated","openai","gpt-5",2,"none",0,"Confidence",0.19746875,0.596636908620921,0.596636908620921,0.236625,0.618181818181818,0.221442489801865,0.757625,0.6875,0.875,0.375,0.125,0.785714285714286,0.666666666666667,1
"ZilionisLung","Lung","Human","OpenAICell-SelfRefined","openai","gpt-5",2,"evidence-k",0,"Confidence",0.19746875,0.596636908620921,0.596636908620921,0.236625,0.618181818181818,0.221442489801865,0.757625,0.6875,0.875,0.375,0.125,0.785714285714286,0.666666666666667,1
"ZilionisLung","Lung","Human","OpenAICell-RandomK","openai","gpt-5",2,"random-k",0,"Confidence",0.19746875,0.596636908620921,0.596636908620921,0.236625,0.618181818181818,0.221442489801865,0.757625,0.6875,0.875,0.375,0.125,0.785714285714286,0.666666666666667,1
"ZilionisLung","Lung","Human","OpenAICell-ConfidenceK","openai","gpt-5",2,"confidence-k",0,"Confidence",0.19746875,0.596636908620921,0.596636908620921,0.236625,0.618181818181818,0.221442489801865,0.757625,0.6875,0.875,0.375,0.125,0.785714285714286,0.666666666666667,1
"ZilionisLung","Lung","Human","OpenAICell-NoOntologyK","openai","gpt-5",2,"evidence-no-ontology-k",0,"Confidence",0.19746875,0.596636908620921,0.596636908620921,0.236625,0.618181818181818,0.221442489801865,0.757625,0.6875,0.875,0.375,0.125,0.785714285714286,0.666666666666667,1
"ZilionisLung","Lung","Human","OpenAICell-FullRefined","openai","gpt-5",2,"full",16,"Confidence",0.1990551875,0.600814901945403,0.600814901945403,0.2231875,0.6,0.229254989801865,0.7523125,0.6875,0.6875,0.4375,0.1875,0.727272727272727,0.714285714285714,1
"PBMC","PBMC","Human","OpenAI-Plain","openai","gpt-5",3,"none",0,"LLMConfidence",0.09975,0.310576871141367,0.310576871141367,0.1475,0.785714285714286,0.0256696428571429,0.8775,0.875,1,0.875,0.5,0.875,0.857142857142857,1
"PBMC","PBMC","Human","OpenAICell-Evidence","openai","gpt-5",3,"none",0,"LLMConfidence",0.09975,0.310576871141367,0.310576871141367,0.1475,0.785714285714286,0.0256696428571429,0.8775,0.875,1,0.875,0.5,0.875,0.857142857142857,1
"PBMC","PBMC","Human","OpenAICell-Calibrated","openai","gpt-5",3,"none",0,"Confidence",0.09821225,0.332984063849737,0.332984063849737,0.1065,0.857142857142857,0.0256696428571429,0.83225,0.875,1,0.625,0.125,0.875,1,1
"PBMC","PBMC","Human","OpenAICell-SelfRefined","openai","gpt-5",3,"evidence-k",0,"Confidence",0.09821225,0.332984063849737,0.332984063849737,0.1065,0.857142857142857,0.0256696428571429,0.83225,0.875,1,0.625,0.125,0.875,1,1
"PBMC","PBMC","Human","OpenAICell-RandomK","openai","gpt-5",3,"random-k",0,"Confidence",0.09821225,0.332984063849737,0.332984063849737,0.1065,0.857142857142857,0.0256696428571429,0.83225,0.875,1,0.625,0.125,0.875,1,1
"PBMC","PBMC","Human","OpenAICell-ConfidenceK","openai","gpt-5",3,"confidence-k",0,"Confidence",0.09821225,0.332984063849737,0.332984063849737,0.1065,0.857142857142857,0.0256696428571429,0.83225,0.875,1,0.625,0.125,0.875,1,1
"PBMC","PBMC","Human","OpenAICell-NoOntologyK","openai","gpt-5",3,"evidence-no-ontology-k",0,"Confidence",0.09821225,0.332984063849737,0.332984063849737,0.1065,0.857142857142857,0.0256696428571429,0.83225,0.875,1,0.625,0.125,0.875,1,1
"PBMC","PBMC","Human","OpenAICell-FullRefined","openai","gpt-5",3,"full",8,"Confidence",0.153289,0.451759012646698,0.451759012646698,0.2235,0.916666666666667,0.0543154761904762,0.82975,0.75,0.875,0.625,0.25,0.857142857142857,1,1
"BaronPancreas","Pancreas","Human","OpenAI-Plain","openai","gpt-5",3,"none",0,"LLMConfidence",0.07718125,0.253431128656529,0.253431128656529,0.115625,1,0.018656994047619,0.828125,0.8125,0.8125,0.625,0.5625,1,1,1
"BaronPancreas","Pancreas","Human","OpenAICell-Evidence","openai","gpt-5",3,"none",0,"LLMConfidence",0.07718125,0.253431128656529,0.253431128656529,0.115625,1,0.018656994047619,0.828125,0.8125,0.8125,0.625,0.5625,1,1,1
"BaronPancreas","Pancreas","Human","OpenAICell-Calibrated","openai","gpt-5",3,"none",0,"Confidence",0.1189600625,0.389952651632265,0.389952651632265,0.1200625,0.948717948717949,0.0279289720695971,0.7809375,0.8125,0.875,0.375,0.0625,0.857142857142857,1,1
"BaronPancreas","Pancreas","Human","OpenAICell-SelfRefined","openai","gpt-5",3,"evidence-k",0,"Confidence",0.1189600625,0.389952651632265,0.389952651632265,0.1200625,0.948717948717949,0.0279289720695971,0.7809375,0.8125,0.875,0.375,0.0625,0.857142857142857,1,1
"BaronPancreas","Pancreas","Human","OpenAICell-RandomK","openai","gpt-5",3,"random-k",0,"Confidence",0.1189600625,0.389952651632265,0.389952651632265,0.1200625,0.948717948717949,0.0279289720695971,0.7809375,0.8125,0.875,0.375,0.0625,0.857142857142857,1,1
"BaronPancreas","Pancreas","Human","OpenAICell-ConfidenceK","openai","gpt-5",3,"confidence-k",0,"Confidence",0.1189600625,0.389952651632265,0.389952651632265,0.1200625,0.948717948717949,0.0279289720695971,0.7809375,0.8125,0.875,0.375,0.0625,0.857142857142857,1,1
"BaronPancreas","Pancreas","Human","OpenAICell-NoOntologyK","openai","gpt-5",3,"evidence-no-ontology-k",0,"Confidence",0.1189600625,0.389952651632265,0.389952651632265,0.1200625,0.948717948717949,0.0279289720695971,0.7809375,0.8125,0.875,0.375,0.0625,0.857142857142857,1,1
"BaronPancreas","Pancreas","Human","OpenAICell-FullRefined","openai","gpt-5",3,"full",16,"Confidence",0.0979519375,0.339688057340338,0.339688057340338,0.2563125,1,0.018656994047619,0.7836875,0.8125,0.8125,0.5625,0.0625,1,1,1
"MuraroPancreas","Pancreas","Human","OpenAI-Plain","openai","gpt-5",3,"none",0,"LLMConfidence",0.113818181818182,0.463952417255786,0.463952417255786,0.161818181818182,0.55,0.0346877869605142,0.907272727272727,0.909090909090909,0.909090909090909,0.818181818181818,0.727272727272727,0.9,0.888888888888889,0.875
"MuraroPancreas","Pancreas","Human","OpenAICell-Evidence","openai","gpt-5",3,"none",0,"LLMConfidence",0.113818181818182,0.463952417255786,0.463952417255786,0.161818181818182,0.55,0.0346877869605142,0.907272727272727,0.909090909090909,0.909090909090909,0.818181818181818,0.727272727272727,0.9,0.888888888888889,0.875
"MuraroPancreas","Pancreas","Human","OpenAICell-Calibrated","openai","gpt-5",3,"none",0,"Confidence",0.111118181818182,0.392917413705738,0.392917413705738,0.111636363636364,0.1,0.179492981765709,0.797454545454545,0.909090909090909,0.909090909090909,0.636363636363636,0.0909090909090909,0.9,0.857142857142857,1
"MuraroPancreas","Pancreas","Human","OpenAICell-SelfRefined","openai","gpt-5",3,"evidence-k",0,"Confidence",0.111118181818182,0.392917413705738,0.392917413705738,0.111636363636364,0.1,0.179492981765709,0.797454545454545,0.909090909090909,0.909090909090909,0.636363636363636,0.0909090909090909,0.9,0.857142857142857,1
"MuraroPancreas","Pancreas","Human","OpenAICell-RandomK","openai","gpt-5",3,"random-k",0,"Confidence",0.111118181818182,0.392917413705738,0.392917413705738,0.111636363636364,0.1,0.179492981765709,0.797454545454545,0.909090909090909,0.909090909090909,0.636363636363636,0.0909090909090909,0.9,0.857142857142857,1
"MuraroPancreas","Pancreas","Human","OpenAICell-ConfidenceK","openai","gpt-5",3,"confidence-k",0,"Confidence",0.111118181818182,0.392917413705738,0.392917413705738,0.111636363636364,0.1,0.179492981765709,0.797454545454545,0.909090909090909,0.909090909090909,0.636363636363636,0.0909090909090909,0.9,0.857142857142857,1
"MuraroPancreas","Pancreas","Human","OpenAICell-NoOntologyK","openai","gpt-5",3,"evidence-no-ontology-k",0,"Confidence",0.111118181818182,0.392917413705738,0.392917413705738,0.111636363636364,0.1,0.179492981765709,0.797454545454545,0.909090909090909,0.909090909090909,0.636363636363636,0.0909090909090909,0.9,0.857142857142857,1
"MuraroPancreas","Pancreas","Human","OpenAICell-FullRefined","openai","gpt-5",3,"full",11,"Confidence",0.164280818181818,0.518547012267087,0.518547012267087,0.157181818181818,0.333333333333333,0.214180768726223,0.808818181818182,0.818181818181818,0.818181818181818,0.727272727272727,0.0909090909090909,0.777777777777778,0.75,1
"TasicBrain","Brain","Mouse","OpenAI-Plain","openai","gpt-5",3,"none",0,"LLMConfidence",0.0121,0.0785172715806797,0.0785172715806797,0.0713333333333333,NA,0,0.928666666666667,1,1,0.933333333333333,0.8,1,1,1
"TasicBrain","Brain","Mouse","OpenAICell-Evidence","openai","gpt-5",3,"none",0,"LLMConfidence",0.0121,0.0785172715806797,0.0785172715806797,0.0713333333333333,NA,0,0.928666666666667,1,1,0.933333333333333,0.8,1,1,1
"TasicBrain","Brain","Mouse","OpenAICell-Calibrated","openai","gpt-5",3,"none",0,"Confidence",0.0291888666666667,0.178814937064611,0.178814937064611,0.162066666666667,NA,0,0.837933333333333,1,1,0.666666666666667,0.133333333333333,1,1,1
"TasicBrain","Brain","Mouse","OpenAICell-SelfRefined","openai","gpt-5",3,"evidence-k",0,"Confidence",0.0291888666666667,0.178814937064611,0.178814937064611,0.162066666666667,NA,0,0.837933333333333,1,1,0.666666666666667,0.133333333333333,1,1,1
"TasicBrain","Brain","Mouse","OpenAICell-RandomK","openai","gpt-5",3,"random-k",0,"Confidence",0.0291888666666667,0.178814937064611,0.178814937064611,0.162066666666667,NA,0,0.837933333333333,1,1,0.666666666666667,0.133333333333333,1,1,1
"TasicBrain","Brain","Mouse","OpenAICell-ConfidenceK","openai","gpt-5",3,"confidence-k",0,"Confidence",0.0291888666666667,0.178814937064611,0.178814937064611,0.162066666666667,NA,0,0.837933333333333,1,1,0.666666666666667,0.133333333333333,1,1,1
"TasicBrain","Brain","Mouse","OpenAICell-NoOntologyK","openai","gpt-5",3,"evidence-no-ontology-k",0,"Confidence",0.0291888666666667,0.178814937064611,0.178814937064611,0.162066666666667,NA,0,0.837933333333333,1,1,0.666666666666667,0.133333333333333,1,1,1
"TasicBrain","Brain","Mouse","OpenAICell-FullRefined","openai","gpt-5",3,"full",15,"Confidence",0.0283636,0.176230300162995,0.176230300162995,0.16,NA,0,0.84,1,1,0.666666666666667,0.133333333333333,1,1,1
"ZeiselBrain","Brain","Mouse","OpenAI-Plain","openai","gpt-5",3,"none",0,"LLMConfidence",0.1574375,0.556341082107742,0.556341082107742,0.135,0.628205128205128,0.129244149947275,0.8725,0.8125,0.875,0.75,0.6875,0.857142857142857,0.833333333333333,0.818181818181818
"ZeiselBrain","Brain","Mouse","OpenAICell-Evidence","openai","gpt-5",3,"none",0,"LLMConfidence",0.1574375,0.556341082107742,0.556341082107742,0.135,0.628205128205128,0.129244149947275,0.8725,0.8125,0.875,0.75,0.6875,0.857142857142857,0.833333333333333,0.818181818181818
"ZeiselBrain","Brain","Mouse","OpenAICell-Calibrated","openai","gpt-5",3,"none",0,"Confidence",0.1330670625,0.412322315015018,0.412322315015018,0.0448124999999999,0.833333333333333,0.0553617823149073,0.8285625,0.8125,1,0.5625,0.25,0.8125,0.888888888888889,1
"ZeiselBrain","Brain","Mouse","OpenAICell-SelfRefined","openai","gpt-5",3,"evidence-k",1,"Confidence",0.1018295625,0.34176053651929,0.34176053651929,0.0471875,0.767857142857143,0.0414294906482406,0.8379375,0.875,1,0.625,0.25,0.875,0.9,1
"ZeiselBrain","Brain","Mouse","OpenAICell-RandomK","openai","gpt-5",3,"random-k",1,"Confidence",0.1330670625,0.412322315015018,0.412322315015018,0.0448124999999999,0.833333333333333,0.0553617823149073,0.8285625,0.8125,1,0.5625,0.25,0.8125,0.888888888888889,1
"ZeiselBrain","Brain","Mouse","OpenAICell-ConfidenceK","openai","gpt-5",3,"confidence-k",1,"Confidence",0.1317860625,0.408849199317842,0.408849199317842,0.0474375,0.846153846153846,0.0553617823149073,0.8311875,0.8125,1,0.5625,0.25,0.8125,0.888888888888889,1
"ZeiselBrain","Brain","Mouse","OpenAICell-NoOntologyK","openai","gpt-5",3,"evidence-no-ontology-k",1,"Confidence",0.1018295625,0.34176053651929,0.34176053651929,0.0471875,0.767857142857143,0.0414294906482406,0.8379375,0.875,1,0.625,0.25,0.875,0.9,1
"ZeiselBrain","Brain","Mouse","OpenAICell-FullRefined","openai","gpt-5",3,"full",16,"Confidence",0.084641125,0.292760128673121,0.292760128673121,0.092875,0.964285714285714,0.0125372023809524,0.83,0.875,0.875,0.625,0.25,0.928571428571429,1,1
"ZilionisLung","Lung","Human","OpenAI-Plain","openai","gpt-5",3,"none",0,"LLMConfidence",0.16855,0.582793107719735,0.582793107719735,0.159444444444444,0.642857142857143,0.125883598064971,0.815,0.777777777777778,0.777777777777778,0.611111111111111,0.555555555555556,0.857142857142857,0.818181818181818,0.8
"ZilionisLung","Lung","Human","OpenAICell-Evidence","openai","gpt-5",3,"none",0,"LLMConfidence",0.16855,0.582793107719735,0.582793107719735,0.159444444444444,0.642857142857143,0.125883598064971,0.815,0.777777777777778,0.777777777777778,0.611111111111111,0.555555555555556,0.857142857142857,0.818181818181818,0.8
"ZilionisLung","Lung","Human","OpenAICell-Calibrated","openai","gpt-5",3,"none",0,"Confidence",0.157315666666667,0.503419379679911,0.503419379679911,0.181777777777778,0.669642857142857,0.138769400534106,0.769111111111111,0.777777777777778,0.833333333333333,0.277777777777778,0.222222222222222,0.866666666666667,0.8,0.75
"ZilionisLung","Lung","Human","OpenAICell-SelfRefined","openai","gpt-5",3,"evidence-k",1,"Confidence",0.161947611111111,0.513468476459041,0.513468476459041,0.222055555555556,0.651785714285714,0.142241622756329,0.762722222222222,0.777777777777778,0.833333333333333,0.277777777777778,0.222222222222222,0.866666666666667,0.8,0.75
"ZilionisLung","Lung","Human","OpenAICell-RandomK","openai","gpt-5",3,"random-k",1,"Confidence",0.157315666666667,0.503419379679911,0.503419379679911,0.181777777777778,0.669642857142857,0.138769400534106,0.769111111111111,0.777777777777778,0.833333333333333,0.277777777777778,0.222222222222222,0.866666666666667,0.8,0.75
"ZilionisLung","Lung","Human","OpenAICell-ConfidenceK","openai","gpt-5",3,"confidence-k",1,"Confidence",0.183282833333333,0.56920661173712,0.56920661173712,0.181388888888889,0.473214285714286,0.204674097688804,0.788388888888889,0.777777777777778,0.888888888888889,0.333333333333333,0.222222222222222,0.8125,0.666666666666667,0.75
"ZilionisLung","Lung","Human","OpenAICell-NoOntologyK","openai","gpt-5",3,"evidence-no-ontology-k",1,"Confidence",0.193619611111111,0.594044766337064,0.594044766337064,0.227055555555556,0.592307692307692,0.209485281421556,0.7785,0.722222222222222,0.888888888888889,0.333333333333333,0.222222222222222,0.8125,0.666666666666667,0.75
