"Dataset","Tissue","Species","Method","Replicate","RefinementSelector","RefinementBudgetK","ConfidenceColumn","Brier","BinaryCorrectnessNLL","NLL","ECE","AUROC","AURC","MeanConfidence","Accuracy","CoverageAt0.7","CoverageAt0.8","CoverageAt0.9","AccuracyAt0.7","AccuracyAt0.8","AccuracyAt0.9"
"BaronPancreas","Pancreas","Human","DeepSeekCell-FullRefined",3,"full",16,"Confidence",0.1884436875,0.55959133102819,0.55959133102819,0.0726875,0.833333333333333,0.0728578712953713,0.8165625,0.75,1,0.8125,0.0625,0.75,0.769230769230769,1
"MuraroPancreas","Pancreas","Human","DeepSeek-Plain",3,"none",0,"LLMConfidence",0.119318181818182,0.412632319208782,0.412632319208782,0.131818181818182,0.694444444444444,0.0388200183654729,0.904545454545455,0.818181818181818,0.909090909090909,0.909090909090909,0.818181818181818,0.9,0.9,0.888888888888889
"MuraroPancreas","Pancreas","Human","DeepSeekCell-Evidence",3,"none",0,"LLMConfidence",0.119318181818182,0.412632319208782,0.412632319208782,0.131818181818182,0.694444444444444,0.0388200183654729,0.904545454545455,0.818181818181818,0.909090909090909,0.909090909090909,0.818181818181818,0.9,0.9,0.888888888888889
"MuraroPancreas","Pancreas","Human","DeepSeekCell-Calibrated",3,"none",0,"Confidence",0.124698454545455,0.425251314310098,0.425251314310098,0.131727272727273,0.555555555555556,0.183625213170668,0.775545454545455,0.818181818181818,0.818181818181818,0.636363636363636,0,0.888888888888889,0.857142857142857,NA
"MuraroPancreas","Pancreas","Human","DeepSeekCell-SelfRefined",3,"evidence-k",0,"Confidence",0.124698454545455,0.425251314310098,0.425251314310098,0.131727272727273,0.555555555555556,0.183625213170668,0.775545454545455,0.818181818181818,0.818181818181818,0.636363636363636,0,0.888888888888889,0.857142857142857,NA
"MuraroPancreas","Pancreas","Human","DeepSeekCell-RandomK",3,"random-k",0,"Confidence",0.124698454545455,0.425251314310098,0.425251314310098,0.131727272727273,0.555555555555556,0.183625213170668,0.775545454545455,0.818181818181818,0.818181818181818,0.636363636363636,0,0.888888888888889,0.857142857142857,NA
"MuraroPancreas","Pancreas","Human","DeepSeekCell-ConfidenceK",3,"confidence-k",0,"Confidence",0.124698454545455,0.425251314310098,0.425251314310098,0.131727272727273,0.555555555555556,0.183625213170668,0.775545454545455,0.818181818181818,0.818181818181818,0.636363636363636,0,0.888888888888889,0.857142857142857,NA
"MuraroPancreas","Pancreas","Human","DeepSeekCell-FullRefined",3,"full",11,"Confidence",0.129873454545455,0.435625251288954,0.435625251288954,0.136727272727273,0.555555555555556,0.183625213170668,0.780545454545455,0.818181818181818,0.818181818181818,0.636363636363636,0,0.888888888888889,0.857142857142857,NA
"TasicBrain","Brain","Mouse","DeepSeek-Plain",3,"none",0,"LLMConfidence",0.014,0.101543320918788,0.101543320918788,0.0933333333333334,NA,0,0.906666666666667,1,1,0.933333333333333,0.733333333333333,1,1,1
"TasicBrain","Brain","Mouse","DeepSeekCell-Evidence",3,"none",0,"LLMConfidence",0.014,0.101543320918788,0.101543320918788,0.0933333333333334,NA,0,0.906666666666667,1,1,0.933333333333333,0.733333333333333,1,1,1
"TasicBrain","Brain","Mouse","DeepSeekCell-Calibrated",3,"none",0,"Confidence",0.0313738,0.187605970188712,0.187605970188712,0.169533333333333,NA,0,0.830466666666667,1,1,0.666666666666667,0.133333333333333,1,1,1
"TasicBrain","Brain","Mouse","DeepSeekCell-SelfRefined",3,"evidence-k",0,"Confidence",0.0313738,0.187605970188712,0.187605970188712,0.169533333333333,NA,0,0.830466666666667,1,1,0.666666666666667,0.133333333333333,1,1,1
"TasicBrain","Brain","Mouse","DeepSeekCell-RandomK",3,"random-k",0,"Confidence",0.0313738,0.187605970188712,0.187605970188712,0.169533333333333,NA,0,0.830466666666667,1,1,0.666666666666667,0.133333333333333,1,1,1
"TasicBrain","Brain","Mouse","DeepSeekCell-ConfidenceK",3,"confidence-k",0,"Confidence",0.0313738,0.187605970188712,0.187605970188712,0.169533333333333,NA,0,0.830466666666667,1,1,0.666666666666667,0.133333333333333,1,1,1
"TasicBrain","Brain","Mouse","DeepSeekCell-FullRefined",3,"full",15,"Confidence",0.0313738,0.187605970188712,0.187605970188712,0.169533333333333,NA,0,0.830466666666667,1,1,0.666666666666667,0.133333333333333,1,1,1
"ZeiselBrain","Brain","Mouse","DeepSeek-Plain",3,"none",0,"LLMConfidence",0.23684375,0.785734338828731,0.785734338828731,0.234375,0.736363636363636,0.198031352328227,0.921875,0.6875,0.9375,0.9375,0.875,0.733333333333333,0.733333333333333,0.785714285714286
"ZeiselBrain","Brain","Mouse","DeepSeekCell-Evidence",3,"none",0,"LLMConfidence",0.23684375,0.785734338828731,0.785734338828731,0.234375,0.736363636363636,0.198031352328227,0.921875,0.6875,0.9375,0.9375,0.875,0.733333333333333,0.733333333333333,0.785714285714286
"ZeiselBrain","Brain","Mouse","DeepSeekCell-Calibrated",3,"none",0,"Confidence",0.192342875,0.558033368955195,0.558033368955195,0.17275,0.8,0.1063631247225,0.830625,0.6875,0.9375,0.6875,0.25,0.733333333333333,0.727272727272727,1
"ZeiselBrain","Brain","Mouse","DeepSeekCell-SelfRefined",3,"evidence-k",1,"Confidence",0.1611888125,0.487832237738301,0.487832237738301,0.1969375,0.770833333333333,0.0813670704295704,0.8396875,0.75,0.9375,0.75,0.25,0.8,0.75,1
"ZeiselBrain","Brain","Mouse","DeepSeekCell-RandomK",3,"random-k",1,"Confidence",0.192342875,0.558033368955195,0.558033368955195,0.17275,0.8,0.1063631247225,0.830625,0.6875,0.9375,0.6875,0.25,0.733333333333333,0.727272727272727,1
"ZeiselBrain","Brain","Mouse","DeepSeekCell-ConfidenceK",3,"confidence-k",1,"Confidence",0.2084006875,0.592248079541354,0.592248079541354,0.1861875,0.8,0.1063631247225,0.8440625,0.6875,1,0.6875,0.25,0.6875,0.727272727272727,1
"ZeiselBrain","Brain","Mouse","DeepSeekCell-FullRefined",3,"full",16,"Confidence",0.1959006875,0.565165450628159,0.565165450628159,0.1761875,0.8,0.1063631247225,0.8340625,0.6875,0.9375,0.6875,0.25,0.733333333333333,0.727272727272727,1
"ZilionisLung","Lung","Human","DeepSeek-Plain",3,"none",0,"LLMConfidence",0.25,0.693147180559945,0.693147180559945,0.5,NA,0.972222222222222,0.5,0,0,0,0,NA,NA,NA
"ZilionisLung","Lung","Human","DeepSeekCell-Evidence",3,"none",0,"LLMConfidence",0.25,0.693147180559945,0.693147180559945,0.5,NA,0.972222222222222,0.5,0,0,0,0,NA,NA,NA
"ZilionisLung","Lung","Human","DeepSeekCell-Calibrated",3,"none",0,"Confidence",0.204132166666667,0.599415527736609,0.599415527736609,0.445944444444444,NA,0.972222222222222,0.445944444444444,0,0,0,0,NA,NA,NA
"ZilionisLung","Lung","Human","DeepSeekCell-SelfRefined",3,"evidence-k",6,"Confidence",0.244293166666667,0.695250655465438,0.695250655465438,0.397944444444444,0.9375,0.485963636944029,0.611611111111111,0.222222222222222,0.333333333333333,0.333333333333333,0.0555555555555556,0.666666666666667,0.666666666666667,1
"ZilionisLung","Lung","Human","DeepSeekCell-RandomK",3,"random-k",6,"Confidence",0.1494265,0.467408390697665,0.467408390697665,0.3565,1,0.299778788749377,0.576055555555556,0.333333333333333,0.333333333333333,0.111111111111111,0.0555555555555556,1,1,1
"ZilionisLung","Lung","Human","DeepSeekCell-ConfidenceK",3,"confidence-k",6,"Confidence",0.243645111111111,0.69247845195286,0.69247845195286,0.398666666666667,0.933333333333333,0.57674124622654,0.565333333333333,0.166666666666667,0.333333333333333,0.222222222222222,0,0.5,0.5,NA
"ZilionisLung","Lung","Human","DeepSeekCell-FullRefined",3,"full",18,"Confidence",0.289685111111111,0.818394618523882,0.818394618523882,0.261111111111111,0.474025974025974,0.317588897123211,0.832111111111111,0.611111111111111,0.944444444444444,0.833333333333333,0.0555555555555556,0.588235294117647,0.6,1
