"Dataset","Tissue","Species","Method","Replicate","RefinementSelector","RefinementBudgetK","Bin","BinLower","BinUpper","N","Coverage","MeanConfidence","Accuracy","AbsCalibrationError"
"BaronPancreas","Pancreas","Human","DeepSeekCell-Calibrated",1,"none",0,7,0.6,0.7,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","DeepSeekCell-Calibrated",1,"none",0,8,0.7,0.8,5,0.3125,0.7696,0.4,0.3696
"BaronPancreas","Pancreas","Human","DeepSeekCell-Calibrated",1,"none",0,9,0.8,0.9,10,0.625,0.8222,1,0.1778
"BaronPancreas","Pancreas","Human","DeepSeekCell-Calibrated",1,"none",0,10,0.9,1,1,0.0625,0.941,1,0.0590000000000001
"BaronPancreas","Pancreas","Human","DeepSeekCell-SelfRefined",1,"evidence-k",0,1,0,0.1,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","DeepSeekCell-SelfRefined",1,"evidence-k",0,2,0.1,0.2,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","DeepSeekCell-SelfRefined",1,"evidence-k",0,3,0.2,0.3,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","DeepSeekCell-SelfRefined",1,"evidence-k",0,4,0.3,0.4,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","DeepSeekCell-SelfRefined",1,"evidence-k",0,5,0.4,0.5,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","DeepSeekCell-SelfRefined",1,"evidence-k",0,6,0.5,0.6,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","DeepSeekCell-SelfRefined",1,"evidence-k",0,7,0.6,0.7,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","DeepSeekCell-SelfRefined",1,"evidence-k",0,8,0.7,0.8,5,0.3125,0.7696,0.4,0.3696
"BaronPancreas","Pancreas","Human","DeepSeekCell-SelfRefined",1,"evidence-k",0,9,0.8,0.9,10,0.625,0.8222,1,0.1778
"BaronPancreas","Pancreas","Human","DeepSeekCell-SelfRefined",1,"evidence-k",0,10,0.9,1,1,0.0625,0.941,1,0.0590000000000001
"BaronPancreas","Pancreas","Human","DeepSeekCell-RandomK",1,"random-k",0,1,0,0.1,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","DeepSeekCell-RandomK",1,"random-k",0,2,0.1,0.2,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","DeepSeekCell-RandomK",1,"random-k",0,3,0.2,0.3,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","DeepSeekCell-RandomK",1,"random-k",0,4,0.3,0.4,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","DeepSeekCell-RandomK",1,"random-k",0,5,0.4,0.5,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","DeepSeekCell-RandomK",1,"random-k",0,6,0.5,0.6,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","DeepSeekCell-RandomK",1,"random-k",0,7,0.6,0.7,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","DeepSeekCell-RandomK",1,"random-k",0,8,0.7,0.8,5,0.3125,0.7696,0.4,0.3696
"BaronPancreas","Pancreas","Human","DeepSeekCell-RandomK",1,"random-k",0,9,0.8,0.9,10,0.625,0.8222,1,0.1778
"BaronPancreas","Pancreas","Human","DeepSeekCell-RandomK",1,"random-k",0,10,0.9,1,1,0.0625,0.941,1,0.0590000000000001
"BaronPancreas","Pancreas","Human","DeepSeekCell-ConfidenceK",1,"confidence-k",0,1,0,0.1,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","DeepSeekCell-ConfidenceK",1,"confidence-k",0,2,0.1,0.2,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","DeepSeekCell-ConfidenceK",1,"confidence-k",0,3,0.2,0.3,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","DeepSeekCell-ConfidenceK",1,"confidence-k",0,4,0.3,0.4,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","DeepSeekCell-ConfidenceK",1,"confidence-k",0,5,0.4,0.5,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","DeepSeekCell-ConfidenceK",1,"confidence-k",0,6,0.5,0.6,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","DeepSeekCell-ConfidenceK",1,"confidence-k",0,7,0.6,0.7,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","DeepSeekCell-ConfidenceK",1,"confidence-k",0,8,0.7,0.8,5,0.3125,0.7696,0.4,0.3696
"BaronPancreas","Pancreas","Human","DeepSeekCell-ConfidenceK",1,"confidence-k",0,9,0.8,0.9,10,0.625,0.8222,1,0.1778
"BaronPancreas","Pancreas","Human","DeepSeekCell-ConfidenceK",1,"confidence-k",0,10,0.9,1,1,0.0625,0.941,1,0.0590000000000001
"BaronPancreas","Pancreas","Human","DeepSeekCell-FullRefined",1,"full",16,1,0,0.1,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","DeepSeekCell-FullRefined",1,"full",16,2,0.1,0.2,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","DeepSeekCell-FullRefined",1,"full",16,3,0.2,0.3,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","DeepSeekCell-FullRefined",1,"full",16,4,0.3,0.4,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","DeepSeekCell-FullRefined",1,"full",16,5,0.4,0.5,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","DeepSeekCell-FullRefined",1,"full",16,6,0.5,0.6,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","DeepSeekCell-FullRefined",1,"full",16,7,0.6,0.7,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","DeepSeekCell-FullRefined",1,"full",16,8,0.7,0.8,5,0.3125,0.7222,0.4,0.3222
"BaronPancreas","Pancreas","Human","DeepSeekCell-FullRefined",1,"full",16,9,0.8,0.9,10,0.625,0.8222,1,0.1778
"BaronPancreas","Pancreas","Human","DeepSeekCell-FullRefined",1,"full",16,10,0.9,1,1,0.0625,0.941,1,0.0590000000000001
"MuraroPancreas","Pancreas","Human","DeepSeek-Plain",1,"none",0,1,0,0.1,0,0,NA,NA,NA
"MuraroPancreas","Pancreas","Human","DeepSeek-Plain",1,"none",0,2,0.1,0.2,0,0,NA,NA,NA
"MuraroPancreas","Pancreas","Human","DeepSeek-Plain",1,"none",0,3,0.2,0.3,0,0,NA,NA,NA
"MuraroPancreas","Pancreas","Human","DeepSeek-Plain",1,"none",0,4,0.3,0.4,0,0,NA,NA,NA
"MuraroPancreas","Pancreas","Human","DeepSeek-Plain",1,"none",0,5,0.4,0.5,0,0,NA,NA,NA
"MuraroPancreas","Pancreas","Human","DeepSeek-Plain",1,"none",0,6,0.5,0.6,1,0.0909090909090909,0.6,0,0.6
"MuraroPancreas","Pancreas","Human","DeepSeek-Plain",1,"none",0,7,0.6,0.7,0,0,NA,NA,NA
"MuraroPancreas","Pancreas","Human","DeepSeek-Plain",1,"none",0,8,0.7,0.8,0,0,NA,NA,NA
"MuraroPancreas","Pancreas","Human","DeepSeek-Plain",1,"none",0,9,0.8,0.9,2,0.181818181818182,0.875,1,0.125
"MuraroPancreas","Pancreas","Human","DeepSeek-Plain",1,"none",0,10,0.9,1,8,0.727272727272727,0.95,0.875,0.075
"MuraroPancreas","Pancreas","Human","DeepSeekCell-Evidence",1,"none",0,1,0,0.1,0,0,NA,NA,NA
"MuraroPancreas","Pancreas","Human","DeepSeekCell-Evidence",1,"none",0,2,0.1,0.2,0,0,NA,NA,NA
"MuraroPancreas","Pancreas","Human","DeepSeekCell-Evidence",1,"none",0,3,0.2,0.3,0,0,NA,NA,NA
"MuraroPancreas","Pancreas","Human","DeepSeekCell-Evidence",1,"none",0,4,0.3,0.4,0,0,NA,NA,NA
"MuraroPancreas","Pancreas","Human","DeepSeekCell-Evidence",1,"none",0,5,0.4,0.5,0,0,NA,NA,NA
"MuraroPancreas","Pancreas","Human","DeepSeekCell-Evidence",1,"none",0,6,0.5,0.6,1,0.0909090909090909,0.6,0,0.6
"MuraroPancreas","Pancreas","Human","DeepSeekCell-Evidence",1,"none",0,7,0.6,0.7,0,0,NA,NA,NA
"MuraroPancreas","Pancreas","Human","DeepSeekCell-Evidence",1,"none",0,8,0.7,0.8,0,0,NA,NA,NA
"MuraroPancreas","Pancreas","Human","DeepSeekCell-Evidence",1,"none",0,9,0.8,0.9,2,0.181818181818182,0.875,1,0.125
"MuraroPancreas","Pancreas","Human","DeepSeekCell-Evidence",1,"none",0,10,0.9,1,8,0.727272727272727,0.95,0.875,0.075
"MuraroPancreas","Pancreas","Human","DeepSeekCell-Calibrated",1,"none",0,1,0,0.1,0,0,NA,NA,NA
"MuraroPancreas","Pancreas","Human","DeepSeekCell-Calibrated",1,"none",0,2,0.1,0.2,0,0,NA,NA,NA
"MuraroPancreas","Pancreas","Human","DeepSeekCell-Calibrated",1,"none",0,3,0.2,0.3,0,0,NA,NA,NA
"MuraroPancreas","Pancreas","Human","DeepSeekCell-Calibrated",1,"none",0,4,0.3,0.4,0,0,NA,NA,NA
"MuraroPancreas","Pancreas","Human","DeepSeekCell-Calibrated",1,"none",0,5,0.4,0.5,1,0.0909090909090909,0.49,0,0.49
"MuraroPancreas","Pancreas","Human","DeepSeekCell-Calibrated",1,"none",0,6,0.5,0.6,0,0,NA,NA,NA
"MuraroPancreas","Pancreas","Human","DeepSeekCell-Calibrated",1,"none",0,7,0.6,0.7,1,0.0909090909090909,0.69,1,0.31
"MuraroPancreas","Pancreas","Human","DeepSeekCell-Calibrated",1,"none",0,8,0.7,0.8,2,0.181818181818182,0.7535,1,0.2465
"MuraroPancreas","Pancreas","Human","DeepSeekCell-Calibrated",1,"none",0,9,0.8,0.9,7,0.636363636363636,0.834857142857143,0.857142857142857,0.0222857142857142
"MuraroPancreas","Pancreas","Human","DeepSeekCell-Calibrated",1,"none",0,10,0.9,1,0,0,NA,NA,NA
"MuraroPancreas","Pancreas","Human","DeepSeekCell-SelfRefined",1,"evidence-k",0,1,0,0.1,0,0,NA,NA,NA
"MuraroPancreas","Pancreas","Human","DeepSeekCell-SelfRefined",1,"evidence-k",0,2,0.1,0.2,0,0,NA,NA,NA
"MuraroPancreas","Pancreas","Human","DeepSeekCell-SelfRefined",1,"evidence-k",0,3,0.2,0.3,0,0,NA,NA,NA
"MuraroPancreas","Pancreas","Human","DeepSeekCell-SelfRefined",1,"evidence-k",0,4,0.3,0.4,0,0,NA,NA,NA
"MuraroPancreas","Pancreas","Human","DeepSeekCell-SelfRefined",1,"evidence-k",0,5,0.4,0.5,1,0.0909090909090909,0.49,0,0.49
"MuraroPancreas","Pancreas","Human","DeepSeekCell-SelfRefined",1,"evidence-k",0,6,0.5,0.6,0,0,NA,NA,NA
"MuraroPancreas","Pancreas","Human","DeepSeekCell-SelfRefined",1,"evidence-k",0,7,0.6,0.7,1,0.0909090909090909,0.69,1,0.31
"MuraroPancreas","Pancreas","Human","DeepSeekCell-SelfRefined",1,"evidence-k",0,8,0.7,0.8,2,0.181818181818182,0.7535,1,0.2465
"MuraroPancreas","Pancreas","Human","DeepSeekCell-SelfRefined",1,"evidence-k",0,9,0.8,0.9,7,0.636363636363636,0.834857142857143,0.857142857142857,0.0222857142857142
"MuraroPancreas","Pancreas","Human","DeepSeekCell-SelfRefined",1,"evidence-k",0,10,0.9,1,0,0,NA,NA,NA
"MuraroPancreas","Pancreas","Human","DeepSeekCell-RandomK",1,"random-k",0,1,0,0.1,0,0,NA,NA,NA
"MuraroPancreas","Pancreas","Human","DeepSeekCell-RandomK",1,"random-k",0,2,0.1,0.2,0,0,NA,NA,NA
"MuraroPancreas","Pancreas","Human","DeepSeekCell-RandomK",1,"random-k",0,3,0.2,0.3,0,0,NA,NA,NA
"MuraroPancreas","Pancreas","Human","DeepSeekCell-RandomK",1,"random-k",0,4,0.3,0.4,0,0,NA,NA,NA
"MuraroPancreas","Pancreas","Human","DeepSeekCell-RandomK",1,"random-k",0,5,0.4,0.5,1,0.0909090909090909,0.49,0,0.49
"MuraroPancreas","Pancreas","Human","DeepSeekCell-RandomK",1,"random-k",0,6,0.5,0.6,0,0,NA,NA,NA
"MuraroPancreas","Pancreas","Human","DeepSeekCell-RandomK",1,"random-k",0,7,0.6,0.7,1,0.0909090909090909,0.69,1,0.31
"MuraroPancreas","Pancreas","Human","DeepSeekCell-RandomK",1,"random-k",0,8,0.7,0.8,2,0.181818181818182,0.7535,1,0.2465
"MuraroPancreas","Pancreas","Human","DeepSeekCell-RandomK",1,"random-k",0,9,0.8,0.9,7,0.636363636363636,0.834857142857143,0.857142857142857,0.0222857142857142
"MuraroPancreas","Pancreas","Human","DeepSeekCell-RandomK",1,"random-k",0,10,0.9,1,0,0,NA,NA,NA
"MuraroPancreas","Pancreas","Human","DeepSeekCell-ConfidenceK",1,"confidence-k",0,1,0,0.1,0,0,NA,NA,NA
"MuraroPancreas","Pancreas","Human","DeepSeekCell-ConfidenceK",1,"confidence-k",0,2,0.1,0.2,0,0,NA,NA,NA
"MuraroPancreas","Pancreas","Human","DeepSeekCell-ConfidenceK",1,"confidence-k",0,3,0.2,0.3,0,0,NA,NA,NA
"MuraroPancreas","Pancreas","Human","DeepSeekCell-ConfidenceK",1,"confidence-k",0,4,0.3,0.4,0,0,NA,NA,NA
"MuraroPancreas","Pancreas","Human","DeepSeekCell-ConfidenceK",1,"confidence-k",0,5,0.4,0.5,1,0.0909090909090909,0.49,0,0.49
"MuraroPancreas","Pancreas","Human","DeepSeekCell-ConfidenceK",1,"confidence-k",0,6,0.5,0.6,0,0,NA,NA,NA
"MuraroPancreas","Pancreas","Human","DeepSeekCell-ConfidenceK",1,"confidence-k",0,7,0.6,0.7,1,0.0909090909090909,0.69,1,0.31
"MuraroPancreas","Pancreas","Human","DeepSeekCell-ConfidenceK",1,"confidence-k",0,8,0.7,0.8,2,0.181818181818182,0.7535,1,0.2465
"MuraroPancreas","Pancreas","Human","DeepSeekCell-ConfidenceK",1,"confidence-k",0,9,0.8,0.9,7,0.636363636363636,0.834857142857143,0.857142857142857,0.0222857142857142
"MuraroPancreas","Pancreas","Human","DeepSeekCell-ConfidenceK",1,"confidence-k",0,10,0.9,1,0,0,NA,NA,NA
"MuraroPancreas","Pancreas","Human","DeepSeekCell-FullRefined",1,"full",11,1,0,0.1,0,0,NA,NA,NA
"MuraroPancreas","Pancreas","Human","DeepSeekCell-FullRefined",1,"full",11,2,0.1,0.2,0,0,NA,NA,NA
"MuraroPancreas","Pancreas","Human","DeepSeekCell-FullRefined",1,"full",11,3,0.2,0.3,0,0,NA,NA,NA
"MuraroPancreas","Pancreas","Human","DeepSeekCell-FullRefined",1,"full",11,4,0.3,0.4,0,0,NA,NA,NA
"MuraroPancreas","Pancreas","Human","DeepSeekCell-FullRefined",1,"full",11,5,0.4,0.5,0,0,NA,NA,NA
"MuraroPancreas","Pancreas","Human","DeepSeekCell-FullRefined",1,"full",11,6,0.5,0.6,1,0.0909090909090909,0.545,0,0.545
"MuraroPancreas","Pancreas","Human","DeepSeekCell-FullRefined",1,"full",11,7,0.6,0.7,1,0.0909090909090909,0.69,1,0.31
"MuraroPancreas","Pancreas","Human","DeepSeekCell-FullRefined",1,"full",11,8,0.7,0.8,2,0.181818181818182,0.7535,1,0.2465
"MuraroPancreas","Pancreas","Human","DeepSeekCell-FullRefined",1,"full",11,9,0.8,0.9,7,0.636363636363636,0.834857142857143,0.857142857142857,0.0222857142857142
"MuraroPancreas","Pancreas","Human","DeepSeekCell-FullRefined",1,"full",11,10,0.9,1,0,0,NA,NA,NA
"TasicBrain","Brain","Mouse","DeepSeek-Plain",1,"none",0,1,0,0.1,0,0,NA,NA,NA
"TasicBrain","Brain","Mouse","DeepSeek-Plain",1,"none",0,2,0.1,0.2,0,0,NA,NA,NA
"TasicBrain","Brain","Mouse","DeepSeek-Plain",1,"none",0,3,0.2,0.3,0,0,NA,NA,NA
"TasicBrain","Brain","Mouse","DeepSeek-Plain",1,"none",0,4,0.3,0.4,0,0,NA,NA,NA
"TasicBrain","Brain","Mouse","DeepSeek-Plain",1,"none",0,5,0.4,0.5,0,0,NA,NA,NA
"TasicBrain","Brain","Mouse","DeepSeek-Plain",1,"none",0,6,0.5,0.6,0,0,NA,NA,NA
"TasicBrain","Brain","Mouse","DeepSeek-Plain",1,"none",0,7,0.6,0.7,1,0.0666666666666667,0.7,1,0.3
"TasicBrain","Brain","Mouse","DeepSeek-Plain",1,"none",0,8,0.7,0.8,0,0,NA,NA,NA
"TasicBrain","Brain","Mouse","DeepSeek-Plain",1,"none",0,9,0.8,0.9,4,0.266666666666667,0.8625,1,0.1375
"TasicBrain","Brain","Mouse","DeepSeek-Plain",1,"none",0,10,0.9,1,10,0.666666666666667,0.95,1,0.05
"TasicBrain","Brain","Mouse","DeepSeekCell-Evidence",1,"none",0,1,0,0.1,0,0,NA,NA,NA
"TasicBrain","Brain","Mouse","DeepSeekCell-Evidence",1,"none",0,2,0.1,0.2,0,0,NA,NA,NA
"TasicBrain","Brain","Mouse","DeepSeekCell-Evidence",1,"none",0,3,0.2,0.3,0,0,NA,NA,NA
"TasicBrain","Brain","Mouse","DeepSeekCell-Evidence",1,"none",0,4,0.3,0.4,0,0,NA,NA,NA
"TasicBrain","Brain","Mouse","DeepSeekCell-Evidence",1,"none",0,5,0.4,0.5,0,0,NA,NA,NA
"TasicBrain","Brain","Mouse","DeepSeekCell-Evidence",1,"none",0,6,0.5,0.6,0,0,NA,NA,NA
"TasicBrain","Brain","Mouse","DeepSeekCell-Evidence",1,"none",0,7,0.6,0.7,1,0.0666666666666667,0.7,1,0.3
"TasicBrain","Brain","Mouse","DeepSeekCell-Evidence",1,"none",0,8,0.7,0.8,0,0,NA,NA,NA
"TasicBrain","Brain","Mouse","DeepSeekCell-Evidence",1,"none",0,9,0.8,0.9,4,0.266666666666667,0.8625,1,0.1375
"TasicBrain","Brain","Mouse","DeepSeekCell-Evidence",1,"none",0,10,0.9,1,10,0.666666666666667,0.95,1,0.05
"TasicBrain","Brain","Mouse","DeepSeekCell-Calibrated",1,"none",0,1,0,0.1,0,0,NA,NA,NA
"TasicBrain","Brain","Mouse","DeepSeekCell-Calibrated",1,"none",0,2,0.1,0.2,0,0,NA,NA,NA
"TasicBrain","Brain","Mouse","DeepSeekCell-Calibrated",1,"none",0,3,0.2,0.3,0,0,NA,NA,NA
"TasicBrain","Brain","Mouse","DeepSeekCell-Calibrated",1,"none",0,4,0.3,0.4,0,0,NA,NA,NA
"TasicBrain","Brain","Mouse","DeepSeekCell-Calibrated",1,"none",0,5,0.4,0.5,0,0,NA,NA,NA
"TasicBrain","Brain","Mouse","DeepSeekCell-Calibrated",1,"none",0,6,0.5,0.6,0,0,NA,NA,NA
"TasicBrain","Brain","Mouse","DeepSeekCell-Calibrated",1,"none",0,7,0.6,0.7,0,0,NA,NA,NA
"TasicBrain","Brain","Mouse","DeepSeekCell-Calibrated",1,"none",0,8,0.7,0.8,5,0.333333333333333,0.7804,1,0.2196
"TasicBrain","Brain","Mouse","DeepSeekCell-Calibrated",1,"none",0,9,0.8,0.9,8,0.533333333333333,0.836375,1,0.163625
"TasicBrain","Brain","Mouse","DeepSeekCell-Calibrated",1,"none",0,10,0.9,1,2,0.133333333333333,0.941,1,0.0590000000000001
"TasicBrain","Brain","Mouse","DeepSeekCell-SelfRefined",1,"evidence-k",0,1,0,0.1,0,0,NA,NA,NA
"TasicBrain","Brain","Mouse","DeepSeekCell-SelfRefined",1,"evidence-k",0,2,0.1,0.2,0,0,NA,NA,NA
"TasicBrain","Brain","Mouse","DeepSeekCell-SelfRefined",1,"evidence-k",0,3,0.2,0.3,0,0,NA,NA,NA
"TasicBrain","Brain","Mouse","DeepSeekCell-SelfRefined",1,"evidence-k",0,4,0.3,0.4,0,0,NA,NA,NA
"TasicBrain","Brain","Mouse","DeepSeekCell-SelfRefined",1,"evidence-k",0,5,0.4,0.5,0,0,NA,NA,NA
"TasicBrain","Brain","Mouse","DeepSeekCell-SelfRefined",1,"evidence-k",0,6,0.5,0.6,0,0,NA,NA,NA
"TasicBrain","Brain","Mouse","DeepSeekCell-SelfRefined",1,"evidence-k",0,7,0.6,0.7,0,0,NA,NA,NA
"TasicBrain","Brain","Mouse","DeepSeekCell-SelfRefined",1,"evidence-k",0,8,0.7,0.8,5,0.333333333333333,0.7804,1,0.2196
"TasicBrain","Brain","Mouse","DeepSeekCell-SelfRefined",1,"evidence-k",0,9,0.8,0.9,8,0.533333333333333,0.836375,1,0.163625
"TasicBrain","Brain","Mouse","DeepSeekCell-SelfRefined",1,"evidence-k",0,10,0.9,1,2,0.133333333333333,0.941,1,0.0590000000000001
"TasicBrain","Brain","Mouse","DeepSeekCell-RandomK",1,"random-k",0,1,0,0.1,0,0,NA,NA,NA
"TasicBrain","Brain","Mouse","DeepSeekCell-RandomK",1,"random-k",0,2,0.1,0.2,0,0,NA,NA,NA
"TasicBrain","Brain","Mouse","DeepSeekCell-RandomK",1,"random-k",0,3,0.2,0.3,0,0,NA,NA,NA
"TasicBrain","Brain","Mouse","DeepSeekCell-RandomK",1,"random-k",0,4,0.3,0.4,0,0,NA,NA,NA
"TasicBrain","Brain","Mouse","DeepSeekCell-RandomK",1,"random-k",0,5,0.4,0.5,0,0,NA,NA,NA
"TasicBrain","Brain","Mouse","DeepSeekCell-RandomK",1,"random-k",0,6,0.5,0.6,0,0,NA,NA,NA
"TasicBrain","Brain","Mouse","DeepSeekCell-RandomK",1,"random-k",0,7,0.6,0.7,0,0,NA,NA,NA
"TasicBrain","Brain","Mouse","DeepSeekCell-RandomK",1,"random-k",0,8,0.7,0.8,5,0.333333333333333,0.7804,1,0.2196
"TasicBrain","Brain","Mouse","DeepSeekCell-RandomK",1,"random-k",0,9,0.8,0.9,8,0.533333333333333,0.836375,1,0.163625
"TasicBrain","Brain","Mouse","DeepSeekCell-RandomK",1,"random-k",0,10,0.9,1,2,0.133333333333333,0.941,1,0.0590000000000001
"TasicBrain","Brain","Mouse","DeepSeekCell-ConfidenceK",1,"confidence-k",0,1,0,0.1,0,0,NA,NA,NA
"TasicBrain","Brain","Mouse","DeepSeekCell-ConfidenceK",1,"confidence-k",0,2,0.1,0.2,0,0,NA,NA,NA
"TasicBrain","Brain","Mouse","DeepSeekCell-ConfidenceK",1,"confidence-k",0,3,0.2,0.3,0,0,NA,NA,NA
"TasicBrain","Brain","Mouse","DeepSeekCell-ConfidenceK",1,"confidence-k",0,4,0.3,0.4,0,0,NA,NA,NA
"TasicBrain","Brain","Mouse","DeepSeekCell-ConfidenceK",1,"confidence-k",0,5,0.4,0.5,0,0,NA,NA,NA
"TasicBrain","Brain","Mouse","DeepSeekCell-ConfidenceK",1,"confidence-k",0,6,0.5,0.6,0,0,NA,NA,NA
"TasicBrain","Brain","Mouse","DeepSeekCell-ConfidenceK",1,"confidence-k",0,7,0.6,0.7,0,0,NA,NA,NA
"TasicBrain","Brain","Mouse","DeepSeekCell-ConfidenceK",1,"confidence-k",0,8,0.7,0.8,5,0.333333333333333,0.7804,1,0.2196
"TasicBrain","Brain","Mouse","DeepSeekCell-ConfidenceK",1,"confidence-k",0,9,0.8,0.9,8,0.533333333333333,0.836375,1,0.163625
"TasicBrain","Brain","Mouse","DeepSeekCell-ConfidenceK",1,"confidence-k",0,10,0.9,1,2,0.133333333333333,0.941,1,0.0590000000000001
"TasicBrain","Brain","Mouse","DeepSeekCell-FullRefined",1,"full",15,1,0,0.1,0,0,NA,NA,NA
"TasicBrain","Brain","Mouse","DeepSeekCell-FullRefined",1,"full",15,2,0.1,0.2,0,0,NA,NA,NA
"TasicBrain","Brain","Mouse","DeepSeekCell-FullRefined",1,"full",15,3,0.2,0.3,0,0,NA,NA,NA
"TasicBrain","Brain","Mouse","DeepSeekCell-FullRefined",1,"full",15,4,0.3,0.4,0,0,NA,NA,NA
"TasicBrain","Brain","Mouse","DeepSeekCell-FullRefined",1,"full",15,5,0.4,0.5,0,0,NA,NA,NA
"TasicBrain","Brain","Mouse","DeepSeekCell-FullRefined",1,"full",15,6,0.5,0.6,0,0,NA,NA,NA
"TasicBrain","Brain","Mouse","DeepSeekCell-FullRefined",1,"full",15,7,0.6,0.7,0,0,NA,NA,NA
"TasicBrain","Brain","Mouse","DeepSeekCell-FullRefined",1,"full",15,8,0.7,0.8,5,0.333333333333333,0.7804,1,0.2196
"TasicBrain","Brain","Mouse","DeepSeekCell-FullRefined",1,"full",15,9,0.8,0.9,8,0.533333333333333,0.836375,1,0.163625
"TasicBrain","Brain","Mouse","DeepSeekCell-FullRefined",1,"full",15,10,0.9,1,2,0.133333333333333,0.941,1,0.0590000000000001
"ZeiselBrain","Brain","Mouse","DeepSeek-Plain",1,"none",0,1,0,0.1,0,0,NA,NA,NA
"ZeiselBrain","Brain","Mouse","DeepSeek-Plain",1,"none",0,2,0.1,0.2,0,0,NA,NA,NA
"ZeiselBrain","Brain","Mouse","DeepSeek-Plain",1,"none",0,3,0.2,0.3,0,0,NA,NA,NA
"ZeiselBrain","Brain","Mouse","DeepSeek-Plain",1,"none",0,4,0.3,0.4,0,0,NA,NA,NA
"ZeiselBrain","Brain","Mouse","DeepSeek-Plain",1,"none",0,5,0.4,0.5,0,0,NA,NA,NA
"ZeiselBrain","Brain","Mouse","DeepSeek-Plain",1,"none",0,6,0.5,0.6,0,0,NA,NA,NA
"ZeiselBrain","Brain","Mouse","DeepSeek-Plain",1,"none",0,7,0.6,0.7,1,0.0625,0.7,0,0.7
"ZeiselBrain","Brain","Mouse","DeepSeek-Plain",1,"none",0,8,0.7,0.8,0,0,NA,NA,NA
"ZeiselBrain","Brain","Mouse","DeepSeek-Plain",1,"none",0,9,0.8,0.9,5,0.3125,0.89,0.6,0.29
"ZeiselBrain","Brain","Mouse","DeepSeek-Plain",1,"none",0,10,0.9,1,10,0.625,0.965,0.8,0.165
"ZeiselBrain","Brain","Mouse","DeepSeekCell-Evidence",1,"none",0,1,0,0.1,0,0,NA,NA,NA
"ZeiselBrain","Brain","Mouse","DeepSeekCell-Evidence",1,"none",0,2,0.1,0.2,0,0,NA,NA,NA
"ZeiselBrain","Brain","Mouse","DeepSeekCell-Evidence",1,"none",0,3,0.2,0.3,0,0,NA,NA,NA
"ZeiselBrain","Brain","Mouse","DeepSeekCell-Evidence",1,"none",0,4,0.3,0.4,0,0,NA,NA,NA
"ZeiselBrain","Brain","Mouse","DeepSeekCell-Evidence",1,"none",0,5,0.4,0.5,0,0,NA,NA,NA
"ZeiselBrain","Brain","Mouse","DeepSeekCell-Evidence",1,"none",0,6,0.5,0.6,0,0,NA,NA,NA
"ZeiselBrain","Brain","Mouse","DeepSeekCell-Evidence",1,"none",0,7,0.6,0.7,1,0.0625,0.7,0,0.7
"ZeiselBrain","Brain","Mouse","DeepSeekCell-Evidence",1,"none",0,8,0.7,0.8,0,0,NA,NA,NA
"ZeiselBrain","Brain","Mouse","DeepSeekCell-Evidence",1,"none",0,9,0.8,0.9,5,0.3125,0.89,0.6,0.29
"ZeiselBrain","Brain","Mouse","DeepSeekCell-Evidence",1,"none",0,10,0.9,1,10,0.625,0.965,0.8,0.165
"ZeiselBrain","Brain","Mouse","DeepSeekCell-Calibrated",1,"none",0,1,0,0.1,0,0,NA,NA,NA
"ZeiselBrain","Brain","Mouse","DeepSeekCell-Calibrated",1,"none",0,2,0.1,0.2,0,0,NA,NA,NA
"ZeiselBrain","Brain","Mouse","DeepSeekCell-Calibrated",1,"none",0,3,0.2,0.3,0,0,NA,NA,NA
"ZeiselBrain","Brain","Mouse","DeepSeekCell-Calibrated",1,"none",0,4,0.3,0.4,0,0,NA,NA,NA
