"Dataset","Tissue","Species","Method","Replicate","RefinementSelector","RefinementBudgetK","Bin","BinLower","BinUpper","N","Coverage","MeanConfidence","Accuracy","AbsCalibrationError"
"MuraroPancreas","Pancreas","Human","DeepSeekCell-RandomK",2,"random-k",0,5,0.4,0.5,1,0.0909090909090909,0.49,0,0.49
"MuraroPancreas","Pancreas","Human","DeepSeekCell-RandomK",2,"random-k",0,6,0.5,0.6,0,0,NA,NA,NA
"MuraroPancreas","Pancreas","Human","DeepSeekCell-RandomK",2,"random-k",0,7,0.6,0.7,1,0.0909090909090909,0.69,1,0.31
"MuraroPancreas","Pancreas","Human","DeepSeekCell-RandomK",2,"random-k",0,8,0.7,0.8,2,0.181818181818182,0.7535,1,0.2465
"MuraroPancreas","Pancreas","Human","DeepSeekCell-RandomK",2,"random-k",0,9,0.8,0.9,7,0.636363636363636,0.834857142857143,0.857142857142857,0.0222857142857142
"MuraroPancreas","Pancreas","Human","DeepSeekCell-RandomK",2,"random-k",0,10,0.9,1,0,0,NA,NA,NA
"MuraroPancreas","Pancreas","Human","DeepSeekCell-ConfidenceK",2,"confidence-k",0,1,0,0.1,0,0,NA,NA,NA
"MuraroPancreas","Pancreas","Human","DeepSeekCell-ConfidenceK",2,"confidence-k",0,2,0.1,0.2,0,0,NA,NA,NA
"MuraroPancreas","Pancreas","Human","DeepSeekCell-ConfidenceK",2,"confidence-k",0,3,0.2,0.3,0,0,NA,NA,NA
"MuraroPancreas","Pancreas","Human","DeepSeekCell-ConfidenceK",2,"confidence-k",0,4,0.3,0.4,0,0,NA,NA,NA
"MuraroPancreas","Pancreas","Human","DeepSeekCell-ConfidenceK",2,"confidence-k",0,5,0.4,0.5,1,0.0909090909090909,0.49,0,0.49
"MuraroPancreas","Pancreas","Human","DeepSeekCell-ConfidenceK",2,"confidence-k",0,6,0.5,0.6,0,0,NA,NA,NA
"MuraroPancreas","Pancreas","Human","DeepSeekCell-ConfidenceK",2,"confidence-k",0,7,0.6,0.7,1,0.0909090909090909,0.69,1,0.31
"MuraroPancreas","Pancreas","Human","DeepSeekCell-ConfidenceK",2,"confidence-k",0,8,0.7,0.8,2,0.181818181818182,0.7535,1,0.2465
"MuraroPancreas","Pancreas","Human","DeepSeekCell-ConfidenceK",2,"confidence-k",0,9,0.8,0.9,7,0.636363636363636,0.834857142857143,0.857142857142857,0.0222857142857142
"MuraroPancreas","Pancreas","Human","DeepSeekCell-ConfidenceK",2,"confidence-k",0,10,0.9,1,0,0,NA,NA,NA
"MuraroPancreas","Pancreas","Human","DeepSeekCell-FullRefined",2,"full",11,1,0,0.1,0,0,NA,NA,NA
"MuraroPancreas","Pancreas","Human","DeepSeekCell-FullRefined",2,"full",11,2,0.1,0.2,0,0,NA,NA,NA
"MuraroPancreas","Pancreas","Human","DeepSeekCell-FullRefined",2,"full",11,3,0.2,0.3,0,0,NA,NA,NA
"MuraroPancreas","Pancreas","Human","DeepSeekCell-FullRefined",2,"full",11,4,0.3,0.4,0,0,NA,NA,NA
"MuraroPancreas","Pancreas","Human","DeepSeekCell-FullRefined",2,"full",11,5,0.4,0.5,0,0,NA,NA,NA
"MuraroPancreas","Pancreas","Human","DeepSeekCell-FullRefined",2,"full",11,6,0.5,0.6,1,0.0909090909090909,0.545,0,0.545
"MuraroPancreas","Pancreas","Human","DeepSeekCell-FullRefined",2,"full",11,7,0.6,0.7,1,0.0909090909090909,0.69,1,0.31
"MuraroPancreas","Pancreas","Human","DeepSeekCell-FullRefined",2,"full",11,8,0.7,0.8,2,0.181818181818182,0.7535,1,0.2465
"MuraroPancreas","Pancreas","Human","DeepSeekCell-FullRefined",2,"full",11,9,0.8,0.9,7,0.636363636363636,0.834857142857143,0.857142857142857,0.0222857142857142
"MuraroPancreas","Pancreas","Human","DeepSeekCell-FullRefined",2,"full",11,10,0.9,1,0,0,NA,NA,NA
"TasicBrain","Brain","Mouse","DeepSeek-Plain",2,"none",0,1,0,0.1,0,0,NA,NA,NA
"TasicBrain","Brain","Mouse","DeepSeek-Plain",2,"none",0,2,0.1,0.2,0,0,NA,NA,NA
"TasicBrain","Brain","Mouse","DeepSeek-Plain",2,"none",0,3,0.2,0.3,0,0,NA,NA,NA
"TasicBrain","Brain","Mouse","DeepSeek-Plain",2,"none",0,4,0.3,0.4,0,0,NA,NA,NA
"TasicBrain","Brain","Mouse","DeepSeek-Plain",2,"none",0,5,0.4,0.5,0,0,NA,NA,NA
"TasicBrain","Brain","Mouse","DeepSeek-Plain",2,"none",0,6,0.5,0.6,0,0,NA,NA,NA
"TasicBrain","Brain","Mouse","DeepSeek-Plain",2,"none",0,7,0.6,0.7,1,0.0666666666666667,0.7,1,0.3
"TasicBrain","Brain","Mouse","DeepSeek-Plain",2,"none",0,8,0.7,0.8,0,0,NA,NA,NA
"TasicBrain","Brain","Mouse","DeepSeek-Plain",2,"none",0,9,0.8,0.9,4,0.266666666666667,0.8625,1,0.1375
"TasicBrain","Brain","Mouse","DeepSeek-Plain",2,"none",0,10,0.9,1,10,0.666666666666667,0.95,1,0.05
"TasicBrain","Brain","Mouse","DeepSeekCell-Evidence",2,"none",0,1,0,0.1,0,0,NA,NA,NA
"TasicBrain","Brain","Mouse","DeepSeekCell-Evidence",2,"none",0,2,0.1,0.2,0,0,NA,NA,NA
"TasicBrain","Brain","Mouse","DeepSeekCell-Evidence",2,"none",0,3,0.2,0.3,0,0,NA,NA,NA
"TasicBrain","Brain","Mouse","DeepSeekCell-Evidence",2,"none",0,4,0.3,0.4,0,0,NA,NA,NA
"TasicBrain","Brain","Mouse","DeepSeekCell-Evidence",2,"none",0,5,0.4,0.5,0,0,NA,NA,NA
"TasicBrain","Brain","Mouse","DeepSeekCell-Evidence",2,"none",0,6,0.5,0.6,0,0,NA,NA,NA
"TasicBrain","Brain","Mouse","DeepSeekCell-Evidence",2,"none",0,7,0.6,0.7,1,0.0666666666666667,0.7,1,0.3
"TasicBrain","Brain","Mouse","DeepSeekCell-Evidence",2,"none",0,8,0.7,0.8,0,0,NA,NA,NA
"TasicBrain","Brain","Mouse","DeepSeekCell-Evidence",2,"none",0,9,0.8,0.9,4,0.266666666666667,0.8625,1,0.1375
"TasicBrain","Brain","Mouse","DeepSeekCell-Evidence",2,"none",0,10,0.9,1,10,0.666666666666667,0.95,1,0.05
"TasicBrain","Brain","Mouse","DeepSeekCell-Calibrated",2,"none",0,1,0,0.1,0,0,NA,NA,NA
"TasicBrain","Brain","Mouse","DeepSeekCell-Calibrated",2,"none",0,2,0.1,0.2,0,0,NA,NA,NA
"TasicBrain","Brain","Mouse","DeepSeekCell-Calibrated",2,"none",0,3,0.2,0.3,0,0,NA,NA,NA
"TasicBrain","Brain","Mouse","DeepSeekCell-Calibrated",2,"none",0,4,0.3,0.4,0,0,NA,NA,NA
"TasicBrain","Brain","Mouse","DeepSeekCell-Calibrated",2,"none",0,5,0.4,0.5,0,0,NA,NA,NA
"TasicBrain","Brain","Mouse","DeepSeekCell-Calibrated",2,"none",0,6,0.5,0.6,0,0,NA,NA,NA
"TasicBrain","Brain","Mouse","DeepSeekCell-Calibrated",2,"none",0,7,0.6,0.7,0,0,NA,NA,NA
"TasicBrain","Brain","Mouse","DeepSeekCell-Calibrated",2,"none",0,8,0.7,0.8,5,0.333333333333333,0.7804,1,0.2196
"TasicBrain","Brain","Mouse","DeepSeekCell-Calibrated",2,"none",0,9,0.8,0.9,8,0.533333333333333,0.836375,1,0.163625
"TasicBrain","Brain","Mouse","DeepSeekCell-Calibrated",2,"none",0,10,0.9,1,2,0.133333333333333,0.941,1,0.0590000000000001
"TasicBrain","Brain","Mouse","DeepSeekCell-SelfRefined",2,"evidence-k",0,1,0,0.1,0,0,NA,NA,NA
"TasicBrain","Brain","Mouse","DeepSeekCell-SelfRefined",2,"evidence-k",0,2,0.1,0.2,0,0,NA,NA,NA
"TasicBrain","Brain","Mouse","DeepSeekCell-SelfRefined",2,"evidence-k",0,3,0.2,0.3,0,0,NA,NA,NA
"TasicBrain","Brain","Mouse","DeepSeekCell-SelfRefined",2,"evidence-k",0,4,0.3,0.4,0,0,NA,NA,NA
"TasicBrain","Brain","Mouse","DeepSeekCell-SelfRefined",2,"evidence-k",0,5,0.4,0.5,0,0,NA,NA,NA
"TasicBrain","Brain","Mouse","DeepSeekCell-SelfRefined",2,"evidence-k",0,6,0.5,0.6,0,0,NA,NA,NA
"TasicBrain","Brain","Mouse","DeepSeekCell-SelfRefined",2,"evidence-k",0,7,0.6,0.7,0,0,NA,NA,NA
"TasicBrain","Brain","Mouse","DeepSeekCell-SelfRefined",2,"evidence-k",0,8,0.7,0.8,5,0.333333333333333,0.7804,1,0.2196
"TasicBrain","Brain","Mouse","DeepSeekCell-SelfRefined",2,"evidence-k",0,9,0.8,0.9,8,0.533333333333333,0.836375,1,0.163625
"TasicBrain","Brain","Mouse","DeepSeekCell-SelfRefined",2,"evidence-k",0,10,0.9,1,2,0.133333333333333,0.941,1,0.0590000000000001
"TasicBrain","Brain","Mouse","DeepSeekCell-RandomK",2,"random-k",0,1,0,0.1,0,0,NA,NA,NA
"TasicBrain","Brain","Mouse","DeepSeekCell-RandomK",2,"random-k",0,2,0.1,0.2,0,0,NA,NA,NA
"TasicBrain","Brain","Mouse","DeepSeekCell-RandomK",2,"random-k",0,3,0.2,0.3,0,0,NA,NA,NA
"TasicBrain","Brain","Mouse","DeepSeekCell-RandomK",2,"random-k",0,4,0.3,0.4,0,0,NA,NA,NA
"TasicBrain","Brain","Mouse","DeepSeekCell-RandomK",2,"random-k",0,5,0.4,0.5,0,0,NA,NA,NA
"TasicBrain","Brain","Mouse","DeepSeekCell-RandomK",2,"random-k",0,6,0.5,0.6,0,0,NA,NA,NA
"TasicBrain","Brain","Mouse","DeepSeekCell-RandomK",2,"random-k",0,7,0.6,0.7,0,0,NA,NA,NA
"TasicBrain","Brain","Mouse","DeepSeekCell-RandomK",2,"random-k",0,8,0.7,0.8,5,0.333333333333333,0.7804,1,0.2196
"TasicBrain","Brain","Mouse","DeepSeekCell-RandomK",2,"random-k",0,9,0.8,0.9,8,0.533333333333333,0.836375,1,0.163625
"TasicBrain","Brain","Mouse","DeepSeekCell-RandomK",2,"random-k",0,10,0.9,1,2,0.133333333333333,0.941,1,0.0590000000000001
"TasicBrain","Brain","Mouse","DeepSeekCell-ConfidenceK",2,"confidence-k",0,1,0,0.1,0,0,NA,NA,NA
"TasicBrain","Brain","Mouse","DeepSeekCell-ConfidenceK",2,"confidence-k",0,2,0.1,0.2,0,0,NA,NA,NA
"TasicBrain","Brain","Mouse","DeepSeekCell-ConfidenceK",2,"confidence-k",0,3,0.2,0.3,0,0,NA,NA,NA
"TasicBrain","Brain","Mouse","DeepSeekCell-ConfidenceK",2,"confidence-k",0,4,0.3,0.4,0,0,NA,NA,NA
"TasicBrain","Brain","Mouse","DeepSeekCell-ConfidenceK",2,"confidence-k",0,5,0.4,0.5,0,0,NA,NA,NA
"TasicBrain","Brain","Mouse","DeepSeekCell-ConfidenceK",2,"confidence-k",0,6,0.5,0.6,0,0,NA,NA,NA
"TasicBrain","Brain","Mouse","DeepSeekCell-ConfidenceK",2,"confidence-k",0,7,0.6,0.7,0,0,NA,NA,NA
"TasicBrain","Brain","Mouse","DeepSeekCell-ConfidenceK",2,"confidence-k",0,8,0.7,0.8,5,0.333333333333333,0.7804,1,0.2196
"TasicBrain","Brain","Mouse","DeepSeekCell-ConfidenceK",2,"confidence-k",0,9,0.8,0.9,8,0.533333333333333,0.836375,1,0.163625
"TasicBrain","Brain","Mouse","DeepSeekCell-ConfidenceK",2,"confidence-k",0,10,0.9,1,2,0.133333333333333,0.941,1,0.0590000000000001
"TasicBrain","Brain","Mouse","DeepSeekCell-FullRefined",2,"full",15,1,0,0.1,0,0,NA,NA,NA
"TasicBrain","Brain","Mouse","DeepSeekCell-FullRefined",2,"full",15,2,0.1,0.2,0,0,NA,NA,NA
"TasicBrain","Brain","Mouse","DeepSeekCell-FullRefined",2,"full",15,3,0.2,0.3,0,0,NA,NA,NA
"TasicBrain","Brain","Mouse","DeepSeekCell-FullRefined",2,"full",15,4,0.3,0.4,0,0,NA,NA,NA
"TasicBrain","Brain","Mouse","DeepSeekCell-FullRefined",2,"full",15,5,0.4,0.5,0,0,NA,NA,NA
"TasicBrain","Brain","Mouse","DeepSeekCell-FullRefined",2,"full",15,6,0.5,0.6,0,0,NA,NA,NA
"TasicBrain","Brain","Mouse","DeepSeekCell-FullRefined",2,"full",15,7,0.6,0.7,0,0,NA,NA,NA
"TasicBrain","Brain","Mouse","DeepSeekCell-FullRefined",2,"full",15,8,0.7,0.8,5,0.333333333333333,0.7804,1,0.2196
"TasicBrain","Brain","Mouse","DeepSeekCell-FullRefined",2,"full",15,9,0.8,0.9,8,0.533333333333333,0.836375,1,0.163625
"TasicBrain","Brain","Mouse","DeepSeekCell-FullRefined",2,"full",15,10,0.9,1,2,0.133333333333333,0.941,1,0.0590000000000001
"ZeiselBrain","Brain","Mouse","DeepSeek-Plain",2,"none",0,1,0,0.1,0,0,NA,NA,NA
"ZeiselBrain","Brain","Mouse","DeepSeek-Plain",2,"none",0,2,0.1,0.2,0,0,NA,NA,NA
"ZeiselBrain","Brain","Mouse","DeepSeek-Plain",2,"none",0,3,0.2,0.3,0,0,NA,NA,NA
"ZeiselBrain","Brain","Mouse","DeepSeek-Plain",2,"none",0,4,0.3,0.4,0,0,NA,NA,NA
"ZeiselBrain","Brain","Mouse","DeepSeek-Plain",2,"none",0,5,0.4,0.5,0,0,NA,NA,NA
"ZeiselBrain","Brain","Mouse","DeepSeek-Plain",2,"none",0,6,0.5,0.6,1,0.0625,0.6,0,0.6
"ZeiselBrain","Brain","Mouse","DeepSeek-Plain",2,"none",0,7,0.6,0.7,0,0,NA,NA,NA
"ZeiselBrain","Brain","Mouse","DeepSeek-Plain",2,"none",0,8,0.7,0.8,0,0,NA,NA,NA
"ZeiselBrain","Brain","Mouse","DeepSeek-Plain",2,"none",0,9,0.8,0.9,5,0.3125,0.89,0.6,0.29
"ZeiselBrain","Brain","Mouse","DeepSeek-Plain",2,"none",0,10,0.9,1,10,0.625,0.968,0.8,0.168
"ZeiselBrain","Brain","Mouse","DeepSeekCell-Evidence",2,"none",0,1,0,0.1,0,0,NA,NA,NA
"ZeiselBrain","Brain","Mouse","DeepSeekCell-Evidence",2,"none",0,2,0.1,0.2,0,0,NA,NA,NA
"ZeiselBrain","Brain","Mouse","DeepSeekCell-Evidence",2,"none",0,3,0.2,0.3,0,0,NA,NA,NA
"ZeiselBrain","Brain","Mouse","DeepSeekCell-Evidence",2,"none",0,4,0.3,0.4,0,0,NA,NA,NA
"ZeiselBrain","Brain","Mouse","DeepSeekCell-Evidence",2,"none",0,5,0.4,0.5,0,0,NA,NA,NA
"ZeiselBrain","Brain","Mouse","DeepSeekCell-Evidence",2,"none",0,6,0.5,0.6,1,0.0625,0.6,0,0.6
"ZeiselBrain","Brain","Mouse","DeepSeekCell-Evidence",2,"none",0,7,0.6,0.7,0,0,NA,NA,NA
"ZeiselBrain","Brain","Mouse","DeepSeekCell-Evidence",2,"none",0,8,0.7,0.8,0,0,NA,NA,NA
"ZeiselBrain","Brain","Mouse","DeepSeekCell-Evidence",2,"none",0,9,0.8,0.9,5,0.3125,0.89,0.6,0.29
"ZeiselBrain","Brain","Mouse","DeepSeekCell-Evidence",2,"none",0,10,0.9,1,10,0.625,0.968,0.8,0.168
"ZeiselBrain","Brain","Mouse","DeepSeekCell-Calibrated",2,"none",0,1,0,0.1,0,0,NA,NA,NA
"ZeiselBrain","Brain","Mouse","DeepSeekCell-Calibrated",2,"none",0,2,0.1,0.2,0,0,NA,NA,NA
"ZeiselBrain","Brain","Mouse","DeepSeekCell-Calibrated",2,"none",0,3,0.2,0.3,0,0,NA,NA,NA
"ZeiselBrain","Brain","Mouse","DeepSeekCell-Calibrated",2,"none",0,4,0.3,0.4,0,0,NA,NA,NA
"ZeiselBrain","Brain","Mouse","DeepSeekCell-Calibrated",2,"none",0,5,0.4,0.5,1,0.0625,0.49,0,0.49
"ZeiselBrain","Brain","Mouse","DeepSeekCell-Calibrated",2,"none",0,6,0.5,0.6,0,0,NA,NA,NA
"ZeiselBrain","Brain","Mouse","DeepSeekCell-Calibrated",2,"none",0,7,0.6,0.7,0,0,NA,NA,NA
"ZeiselBrain","Brain","Mouse","DeepSeekCell-Calibrated",2,"none",0,8,0.7,0.8,4,0.25,0.77,0.75,0.02
"ZeiselBrain","Brain","Mouse","DeepSeekCell-Calibrated",2,"none",0,9,0.8,0.9,7,0.4375,0.849857142857143,0.571428571428571,0.278428571428571
"ZeiselBrain","Brain","Mouse","DeepSeekCell-Calibrated",2,"none",0,10,0.9,1,4,0.25,0.94075,1,0.05925
"ZeiselBrain","Brain","Mouse","DeepSeekCell-SelfRefined",2,"evidence-k",1,1,0,0.1,0,0,NA,NA,NA
"ZeiselBrain","Brain","Mouse","DeepSeekCell-SelfRefined",2,"evidence-k",1,2,0.1,0.2,0,0,NA,NA,NA
"ZeiselBrain","Brain","Mouse","DeepSeekCell-SelfRefined",2,"evidence-k",1,3,0.2,0.3,0,0,NA,NA,NA
"ZeiselBrain","Brain","Mouse","DeepSeekCell-SelfRefined",2,"evidence-k",1,4,0.3,0.4,0,0,NA,NA,NA
"ZeiselBrain","Brain","Mouse","DeepSeekCell-SelfRefined",2,"evidence-k",1,5,0.4,0.5,1,0.0625,0.49,0,0.49
"ZeiselBrain","Brain","Mouse","DeepSeekCell-SelfRefined",2,"evidence-k",1,6,0.5,0.6,0,0,NA,NA,NA
"ZeiselBrain","Brain","Mouse","DeepSeekCell-SelfRefined",2,"evidence-k",1,7,0.6,0.7,0,0,NA,NA,NA
"ZeiselBrain","Brain","Mouse","DeepSeekCell-SelfRefined",2,"evidence-k",1,8,0.7,0.8,3,0.1875,0.787,1,0.213
"ZeiselBrain","Brain","Mouse","DeepSeekCell-SelfRefined",2,"evidence-k",1,9,0.8,0.9,8,0.5,0.851625,0.625,0.226625
"ZeiselBrain","Brain","Mouse","DeepSeekCell-SelfRefined",2,"evidence-k",1,10,0.9,1,4,0.25,0.94075,1,0.05925
"ZeiselBrain","Brain","Mouse","DeepSeekCell-RandomK",2,"random-k",1,1,0,0.1,0,0,NA,NA,NA
"ZeiselBrain","Brain","Mouse","DeepSeekCell-RandomK",2,"random-k",1,2,0.1,0.2,0,0,NA,NA,NA
"ZeiselBrain","Brain","Mouse","DeepSeekCell-RandomK",2,"random-k",1,3,0.2,0.3,0,0,NA,NA,NA
"ZeiselBrain","Brain","Mouse","DeepSeekCell-RandomK",2,"random-k",1,4,0.3,0.4,0,0,NA,NA,NA
"ZeiselBrain","Brain","Mouse","DeepSeekCell-RandomK",2,"random-k",1,5,0.4,0.5,1,0.0625,0.49,0,0.49
"ZeiselBrain","Brain","Mouse","DeepSeekCell-RandomK",2,"random-k",1,6,0.5,0.6,0,0,NA,NA,NA
"ZeiselBrain","Brain","Mouse","DeepSeekCell-RandomK",2,"random-k",1,7,0.6,0.7,0,0,NA,NA,NA
"ZeiselBrain","Brain","Mouse","DeepSeekCell-RandomK",2,"random-k",1,8,0.7,0.8,4,0.25,0.77,0.75,0.02
"ZeiselBrain","Brain","Mouse","DeepSeekCell-RandomK",2,"random-k",1,9,0.8,0.9,7,0.4375,0.849857142857143,0.571428571428571,0.278428571428571
"ZeiselBrain","Brain","Mouse","DeepSeekCell-RandomK",2,"random-k",1,10,0.9,1,4,0.25,0.94075,1,0.05925
"ZeiselBrain","Brain","Mouse","DeepSeekCell-ConfidenceK",2,"confidence-k",1,1,0,0.1,0,0,NA,NA,NA
"ZeiselBrain","Brain","Mouse","DeepSeekCell-ConfidenceK",2,"confidence-k",1,2,0.1,0.2,0,0,NA,NA,NA
"ZeiselBrain","Brain","Mouse","DeepSeekCell-ConfidenceK",2,"confidence-k",1,3,0.2,0.3,0,0,NA,NA,NA
"ZeiselBrain","Brain","Mouse","DeepSeekCell-ConfidenceK",2,"confidence-k",1,4,0.3,0.4,0,0,NA,NA,NA
"ZeiselBrain","Brain","Mouse","DeepSeekCell-ConfidenceK",2,"confidence-k",1,5,0.4,0.5,0,0,NA,NA,NA
"ZeiselBrain","Brain","Mouse","DeepSeekCell-ConfidenceK",2,"confidence-k",1,6,0.5,0.6,0,0,NA,NA,NA
"ZeiselBrain","Brain","Mouse","DeepSeekCell-ConfidenceK",2,"confidence-k",1,7,0.6,0.7,0,0,NA,NA,NA
"ZeiselBrain","Brain","Mouse","DeepSeekCell-ConfidenceK",2,"confidence-k",1,8,0.7,0.8,5,0.3125,0.757,0.6,0.157
"ZeiselBrain","Brain","Mouse","DeepSeekCell-ConfidenceK",2,"confidence-k",1,9,0.8,0.9,7,0.4375,0.849857142857143,0.571428571428571,0.278428571428571
"ZeiselBrain","Brain","Mouse","DeepSeekCell-ConfidenceK",2,"confidence-k",1,10,0.9,1,4,0.25,0.94075,1,0.05925
"ZeiselBrain","Brain","Mouse","DeepSeekCell-FullRefined",2,"full",16,1,0,0.1,0,0,NA,NA,NA
"ZeiselBrain","Brain","Mouse","DeepSeekCell-FullRefined",2,"full",16,2,0.1,0.2,0,0,NA,NA,NA
"ZeiselBrain","Brain","Mouse","DeepSeekCell-FullRefined",2,"full",16,3,0.2,0.3,0,0,NA,NA,NA
"ZeiselBrain","Brain","Mouse","DeepSeekCell-FullRefined",2,"full",16,4,0.3,0.4,0,0,NA,NA,NA
"ZeiselBrain","Brain","Mouse","DeepSeekCell-FullRefined",2,"full",16,5,0.4,0.5,0,0,NA,NA,NA
"ZeiselBrain","Brain","Mouse","DeepSeekCell-FullRefined",2,"full",16,6,0.5,0.6,1,0.0625,0.545,0,0.545
"ZeiselBrain","Brain","Mouse","DeepSeekCell-FullRefined",2,"full",16,7,0.6,0.7,0,0,NA,NA,NA
"ZeiselBrain","Brain","Mouse","DeepSeekCell-FullRefined",2,"full",16,8,0.7,0.8,4,0.25,0.77,0.75,0.02
"ZeiselBrain","Brain","Mouse","DeepSeekCell-FullRefined",2,"full",16,9,0.8,0.9,7,0.4375,0.849857142857143,0.571428571428571,0.278428571428571
"ZeiselBrain","Brain","Mouse","DeepSeekCell-FullRefined",2,"full",16,10,0.9,1,4,0.25,0.94075,1,0.05925
"ZilionisLung","Lung","Human","DeepSeek-Plain",2,"none",0,1,0,0.1,0,0,NA,NA,NA
"ZilionisLung","Lung","Human","DeepSeek-Plain",2,"none",0,2,0.1,0.2,0,0,NA,NA,NA
"ZilionisLung","Lung","Human","DeepSeek-Plain",2,"none",0,3,0.2,0.3,0,0,NA,NA,NA
"ZilionisLung","Lung","Human","DeepSeek-Plain",2,"none",0,4,0.3,0.4,0,0,NA,NA,NA
"ZilionisLung","Lung","Human","DeepSeek-Plain",2,"none",0,5,0.4,0.5,1,0.0625,0.5,0,0.5
"ZilionisLung","Lung","Human","DeepSeek-Plain",2,"none",0,6,0.5,0.6,0,0,NA,NA,NA
"ZilionisLung","Lung","Human","DeepSeek-Plain",2,"none",0,7,0.6,0.7,1,0.0625,0.7,0,0.7
"ZilionisLung","Lung","Human","DeepSeek-Plain",2,"none",0,8,0.7,0.8,1,0.0625,0.8,1,0.2
"ZilionisLung","Lung","Human","DeepSeek-Plain",2,"none",0,9,0.8,0.9,5,0.3125,0.9,0.2,0.7
"ZilionisLung","Lung","Human","DeepSeek-Plain",2,"none",0,10,0.9,1,8,0.5,0.95,0.75,0.2
"ZilionisLung","Lung","Human","DeepSeekCell-Evidence",2,"none",0,1,0,0.1,0,0,NA,NA,NA
"ZilionisLung","Lung","Human","DeepSeekCell-Evidence",2,"none",0,2,0.1,0.2,0,0,NA,NA,NA
"ZilionisLung","Lung","Human","DeepSeekCell-Evidence",2,"none",0,3,0.2,0.3,0,0,NA,NA,NA
"ZilionisLung","Lung","Human","DeepSeekCell-Evidence",2,"none",0,4,0.3,0.4,0,0,NA,NA,NA
"ZilionisLung","Lung","Human","DeepSeekCell-Evidence",2,"none",0,5,0.4,0.5,1,0.0625,0.5,0,0.5
"ZilionisLung","Lung","Human","DeepSeekCell-Evidence",2,"none",0,6,0.5,0.6,0,0,NA,NA,NA
"ZilionisLung","Lung","Human","DeepSeekCell-Evidence",2,"none",0,7,0.6,0.7,1,0.0625,0.7,0,0.7
"ZilionisLung","Lung","Human","DeepSeekCell-Evidence",2,"none",0,8,0.7,0.8,1,0.0625,0.8,1,0.2
"ZilionisLung","Lung","Human","DeepSeekCell-Evidence",2,"none",0,9,0.8,0.9,5,0.3125,0.9,0.2,0.7
"ZilionisLung","Lung","Human","DeepSeekCell-Evidence",2,"none",0,10,0.9,1,8,0.5,0.95,0.75,0.2
"ZilionisLung","Lung","Human","DeepSeekCell-Calibrated",2,"none",0,1,0,0.1,0,0,NA,NA,NA
"ZilionisLung","Lung","Human","DeepSeekCell-Calibrated",2,"none",0,2,0.1,0.2,0,0,NA,NA,NA
"ZilionisLung","Lung","Human","DeepSeekCell-Calibrated",2,"none",0,3,0.2,0.3,0,0,NA,NA,NA
"ZilionisLung","Lung","Human","DeepSeekCell-Calibrated",2,"none",0,4,0.3,0.4,0,0,NA,NA,NA
"ZilionisLung","Lung","Human","DeepSeekCell-Calibrated",2,"none",0,5,0.4,0.5,0,0,NA,NA,NA
"ZilionisLung","Lung","Human","DeepSeekCell-Calibrated",2,"none",0,6,0.5,0.6,2,0.125,0.545,0,0.545
"ZilionisLung","Lung","Human","DeepSeekCell-Calibrated",2,"none",0,7,0.6,0.7,1,0.0625,0.677,0,0.677
"ZilionisLung","Lung","Human","DeepSeekCell-Calibrated",2,"none",0,8,0.7,0.8,3,0.1875,0.733,1,0.267
"ZilionisLung","Lung","Human","DeepSeekCell-Calibrated",2,"none",0,9,0.8,0.9,9,0.5625,0.844,0.444444444444444,0.399555555555556
"ZilionisLung","Lung","Human","DeepSeekCell-Calibrated",2,"none",0,10,0.9,1,1,0.0625,0.941,1,0.0590000000000001
"ZilionisLung","Lung","Human","DeepSeekCell-SelfRefined",2,"evidence-k",1,1,0,0.1,0,0,NA,NA,NA
"ZilionisLung","Lung","Human","DeepSeekCell-SelfRefined",2,"evidence-k",1,2,0.1,0.2,0,0,NA,NA,NA
"ZilionisLung","Lung","Human","DeepSeekCell-SelfRefined",2,"evidence-k",1,3,0.2,0.3,0,0,NA,NA,NA
"ZilionisLung","Lung","Human","DeepSeekCell-SelfRefined",2,"evidence-k",1,4,0.3,0.4,0,0,NA,NA,NA
"ZilionisLung","Lung","Human","DeepSeekCell-SelfRefined",2,"evidence-k",1,5,0.4,0.5,0,0,NA,NA,NA
"ZilionisLung","Lung","Human","DeepSeekCell-SelfRefined",2,"evidence-k",1,6,0.5,0.6,2,0.125,0.545,0,0.545
"ZilionisLung","Lung","Human","DeepSeekCell-SelfRefined",2,"evidence-k",1,7,0.6,0.7,0,0,NA,NA,NA
"ZilionisLung","Lung","Human","DeepSeekCell-SelfRefined",2,"evidence-k",1,8,0.7,0.8,3,0.1875,0.733,1,0.267
"ZilionisLung","Lung","Human","DeepSeekCell-SelfRefined",2,"evidence-k",1,9,0.8,0.9,9,0.5625,0.844,0.444444444444444,0.399555555555556
"ZilionisLung","Lung","Human","DeepSeekCell-SelfRefined",2,"evidence-k",1,10,0.9,1,2,0.125,0.9235,1,0.0765
"ZilionisLung","Lung","Human","DeepSeekCell-RandomK",2,"random-k",1,1,0,0.1,0,0,NA,NA,NA
"ZilionisLung","Lung","Human","DeepSeekCell-RandomK",2,"random-k",1,2,0.1,0.2,0,0,NA,NA,NA
"ZilionisLung","Lung","Human","DeepSeekCell-RandomK",2,"random-k",1,3,0.2,0.3,0,0,NA,NA,NA
